name,team,bye_week,position,adp,name_normalized,match_key,year
Rachaad White,TB,11.0,RB,31.6,rachaad white,rachaadwhite,2024
Sam LaPorta,DET,5.0,TE,31.8,sam laporta,samlaporta,2024
Deebo Samuel Sr.,WAS,14.0,WR,32.0,deebo samuel,deebosamuel,2024
Brandon Aiyuk,SF,9.0,WR,34.0,brandon aiyuk,brandonaiyuk,2024
Michael Pittman Jr.,IND,14.0,WR,34.6,michael pittman,michaelpittman,2024
Cooper Kupp,SEA,10.0,WR,34.8,cooper kupp,cooperkupp,2024
Lamar Jackson,BAL,14.0,QB,37.2,lamar jackson,lamarjackson,2024
Joe Mixon,HOU,14.0,RB,38.6,joe mixon,joemixon,2024
Alvin Kamara,NO,12.0,RB,39.6,alvin kamara,alvinkamara,2024
DK Metcalf,PIT,9.0,WR,41.2,dk metcalf,dkmetcalf,2024
Kenneth Walker III,SEA,10.0,RB,41.4,kenneth walker,kennethwalker,2024
Jaylen Waddle,MIA,6.0,WR,42.6,jaylen waddle,jaylenwaddle,2024
Stefon Diggs,NE,14.0,WR,43.0,stefon diggs,stefondiggs,2024
DJ Moore,CHI,7.0,WR,43.6,dj moore,djmoore,2024
DeVonta Smith,PHI,5.0,WR,44.0,devonta smith,devontasmith,2024
Mark Andrews,BAL,14.0,TE,45.8,mark andrews,markandrews,2024
Trey McBride,ARI,11.0,TE,46.4,trey mcbride,treymcbride,2024
Malik Nabers,NYG,11.0,WR,48.6,malik nabers,maliknabers,2024
C.J. Stroud,HOU,14.0,QB,48.6,cj stroud,cjstroud,2024
Dalton Kincaid,BUF,12.0,TE,53.6,dalton kincaid,daltonkincaid,2024
James Conner,ARI,11.0,RB,56.0,james conner,jamesconner,2024
George Kittle,SF,9.0,TE,56.6,george kittle,georgekittle,2024
Amari Cooper,FA,0.0,WR,56.8,amari cooper,amaricooper,2024
Anthony Richardson Sr.,IND,14.0,QB,57.6,anthony richardson,anthonyrichardson,2024
Aaron Jones Sr.,MIN,6.0,RB,59.2,aaron jones,aaronjones,2024
George Pickens,DAL,7.0,WR,59.6,george pickens,georgepickens,2024
D'Andre Swift,CHI,7.0,RB,60.6,dandre swift,dandreswift,2024
Joe Burrow,CIN,12.0,QB,61.8,joe burrow,joeburrow,2024
David Montgomery,DET,5.0,RB,61.8,david montgomery,davidmontgomery,2024
Tee Higgins,CIN,12.0,WR,62.2,tee higgins,teehiggins,2024
Zay Flowers,BAL,14.0,WR,63.2,zay flowers,zayflowers,2024
Kyle Pitts,ATL,12.0,TE,64.2,kyle pitts,kylepitts,2024
Tank Dell,HU,14.0,WR,65.0,tank dell,tankdell,2024
Evan Engram,DEN,14.0,TE,65.0,evan engram,evanengram,2024
Zamir White,LV,10.0,RB,66.6,zamir white,zamirwhite,2024
Rhamondre Stevenson,NE,14.0,RB,66.6,rhamondre stevenson,rhamondrestevenson,2024
Rashee Rice,KC,6.0,WR,67.6,rashee rice,rasheerice,2024
Dak Prescott,DAL,7.0,QB,68.4,dak prescott,dakprescott,2024
Kyler Murray,ARI,11.0,QB,70.2,kyler murray,kylermurray,2024
Najee Harris,LAC,5.0,RB,70.8,najee harris,najeeharris,2024
Jordan Love,GB,10.0,QB,71.4,jordan love,jordanlove,2024
Terry McLaurin,WAS,14.0,WR,71.6,terry mclaurin,terrymclaurin,2024
Calvin Ridley,TEN,5.0,WR,74.4,calvin ridley,calvinridley,2024
Christian Kirk,HU,14.0,WR,74.6,christian kirk,christiankirk,2024
Raheem Mostert,LV,10.0,RB,74.6,raheem mostert,raheemmostert,2024
Chris Godwin,TB,11.0,WR,76.2,chris godwin,chrisgodwin,2024
Keenan Allen,FA,0.0,WR,79.4,keenan allen,keenanallen,2024
Javonte Williams,DAL,7.0,RB,81.2,javonte williams,javontewilliams,2024
Jake Ferguson,DAL,7.0,TE,81.6,jake ferguson,jakeferguson,2024
Tony Pollard,TEN,5.0,RB,81.8,tony pollard,tonypollard,2024
David Njoku,CLE,10.0,TE,84.2,david njoku,davidnjoku,2024
Jayden Reed,GB,10.0,WR,87.2,jayden reed,jaydenreed,2024
Diontae Johnson,CLE,10.0,WR,88.2,diontae johnson,diontaejohnson,2024
Xavier Worthy,KC,6.0,WR,90.0,xavier worthy,xavierworthy,2024
Austin Ekeler,WAS,14.0,RB,91.0,austin ekeler,austinekeler,2024
Brock Purdy,SF,9.0,QB,91.8,brock purdy,brockpurdy,2024
Brian Robinson Jr.,WAS,14.0,RB,92.6,brian robinson,brianrobinson,2024
Jaylen Warren,PIT,9.0,RB,92.6,jaylen warren,jaylenwarren,2024
Devin Singletary,NYG,11.0,RB,94.4,devin singletary,devinsingletary,2024
Zack Moss,CIN,12.0,RB,98.0,zack moss,zackmoss,2024
Rome Odunze,CHI,7.0,WR,98.4,rome odunze,romeodunze,2024
Jaxon Smith-Njigba,SEA,10.0,WR,99.8,jaxon smith njigba,jaxonsmithnjigba,2024
Tyjae Spears,TEN,5.0,RB,100.2,tyjae spears,tyjaespears,2024
Brock Bowers,LV,10.0,TE,100.6,brock bowers,brockbowers,2024
Nick Chubb,HU,14.0,RB,100.8,nick chubb,nickchubb,2024
Jonathon Brooks,CAR,11.0,RB,101.4,jonathon brooks,jonathonbrooks,2024
Christian Watson,GB,10.0,WR,102.2,christian watson,christianwatson,2024
Jayden Daniels,WAS,14.0,QB,102.6,jayden daniels,jaydendaniels,2024
Keon Coleman,BUF,12.0,WR,104.6,keon coleman,keoncoleman,2024
Ladd McConkey,LAC,5.0,WR,105.4,ladd mcconkey,laddmcconkey,2024
DeAndre Hopkins,BAL,14.0,WR,107.6,deandre hopkins,deandrehopkins,2024
Justin Tucker,FA,0.0,K,108.4,justin tucker,justintucker,2024
Caleb Williams,CHI,7.0,QB,109.0,caleb williams,calebwilliams,2024
Dallas Goedert,PHI,5.0,TE,109.6,dallas goedert,dallasgoedert,2024
Marquise Brown,KC,6.0,WR,110.2,marquise brown,marquisebrown,2024
Jordan Addison,MIN,6.0,WR,110.4,jordan addison,jordanaddison,2024
Chase Brown,CIN,12.0,RB,111.2,chase brown,chasebrown,2024
Harrison Butker,KC,6.0,K,112.2,harrison butker,harrisonbutker,2024
Courtland Sutton,DEN,14.0,WR,112.4,courtland sutton,courtlandsutton,2024
Jerome Ford,CLE,10.0,RB,113.0,jerome ford,jeromeford,2024
Ezekiel Elliott,FA,0.0,RB,113.2,ezekiel elliott,ezekielelliott,2024
Brandon Aubrey,DAL,7.0,K,113.4,brandon aubrey,brandonaubrey,2024
Gus Edwards,FA,0.0,RB,113.6,gus edwards,gusedwards,2024
Tua Tagovailoa,MIA,6.0,QB,115.8,tua tagovailoa,tuatagovailoa,2024
San Francisco 49ers,DST,9.0,DST,116.0,san francisco 49ers,sanfrancisco49ers,2024
Jared Goff,DET,5.0,QB,116.0,jared goff,jaredgoff,2024
Brian Thomas Jr.,JAC,12.0,WR,116.2,brian thomas,brianthomas,2024
Jameson Williams,DET,5.0,WR,120.2,jameson williams,jamesonwilliams,2024
Dalton Schultz,HOU,14.0,TE,125.6,dalton schultz,daltonschultz,2024
T.J. Hockenson,MIN,6.0,TE,126.4,tj hockenson,tjhockenson,2024
Blake Corum,LAR,6.0,RB,128.0,blake corum,blakecorum,2024
Dallas Cowboys,DST,7.0,DST,128.0,dallas cowboys,dallascowboys,2024
Baltimore Ravens,DST,14.0,DST,128.2,baltimore ravens,baltimoreravens,2024
New York Jets,DST,12.0,DST,128.4,new york jets,newyorkjets,2024
Trevor Lawrence,JAC,12.0,QB,129.4,trevor lawrence,trevorlawrence,2024
Justin Herbert,LAC,5.0,QB,130.8,justin herbert,justinherbert,2024
Khalil Shakir,BUF,12.0,WR,132.0,khalil shakir,khalilshakir,2024
Chuba Hubbard,CAR,11.0,RB,132.4,chuba hubbard,chubahubbard,2024
J.K. Dobbins,DEN,14.0,RB,132.4,jk dobbins,jkdobbins,2024
Trey Benson,ARI,11.0,RB,133.6,trey benson,treybenson,2024
Cleveland Browns,DST,10.0,DST,134.6,cleveland browns,clevelandbrowns,2024
Pat Freiermuth,PIT,9.0,TE,135.4,pat freiermuth,patfreiermuth,2024
Aaron Rodgers,PIT,9.0,QB,136.2,aaron rodgers,aaronrodgers,2024
Tyler Lockett,TEN,5.0,WR,139.4,tyler lockett,tylerlockett,2024
Younghoe Koo,ATL,12.0,K,140.0,younghoe koo,younghoekoo,2024
Cole Kmet,CHI,7.0,TE,141.0,cole kmet,colekmet,2024
Romeo Doubs,GB,10.0,WR,142.0,romeo doubs,romeodoubs,2024
Kirk Cousins,ATL,12.0,QB,142.6,kirk cousins,kirkcousins,2024
Jakobi Meyers,LV,10.0,WR,143.6,jakobi meyers,jakobimeyers,2024
Curtis Samuel,BUF,12.0,WR,143.6,curtis samuel,curtissamuel,2024
Jerry Jeudy,CLE,10.0,WR,143.8,jerry jeudy,jerryjeudy,2024
Jake Elliott,PHI,5.0,K,145.4,jake elliott,jakeelliott,2024
Zach Charbonnet,SEA,10.0,RB,147.4,zach charbonnet,zachcharbonnet,2024
Ka'imi Fairbairn,HOU,14.0,K,149.0,kaimi fairbairn,kaimifairbairn,2024
Evan McPherson,CIN,12.0,K,149.2,evan mcpherson,evanmcpherson,2024
Mike Williams,LAC,5.0,WR,149.8,mike williams,mikewilliams,2024
Matthew Stafford,LAR,6.0,QB,150.6,matthew stafford,matthewstafford,2024
Rico Dowdle,CAR,11.0,RB,150.8,rico dowdle,ricodowdle,2024
Joshua Palmer,BUF,12.0,WR,151.4,joshua palmer,joshuapalmer,2024
Jake Moody,SF,9.0,K,156.6,jake moody,jakemoody,2024
Tyler Allgeier,ATL,12.0,RB,156.8,tyler allgeier,tylerallgeier,2024
Pittsburgh Steelers,DST,9.0,DST,158.6,pittsburgh steelers,pittsburghsteelers,2024
Dustin Hopkins,CLE,10.0,K,159.5,dustin hopkins,dustinhopkins,2024
Cincinnati Bengals,DST,12.0,DST,159.8,cincinnati bengals,cincinnatibengals,2024
Kansas City Chiefs,DST,6.0,DST,160.0,kansas city chiefs,kansascitychiefs,2024
Ty Chandler,MIN,6.0,RB,160.8,ty chandler,tychandler,2024
Adam Thielen,CAR,11.0,WR,161.0,adam thielen,adamthielen,2024
Jaleel McLaughlin,DEN,14.0,RB,162.0,jaleel mclaughlin,jaleelmclaughlin,2024
Deshaun Watson,CLE,10.0,QB,163.8,deshaun watson,deshaunwatson,2024
Taysom Hill,N,12.0,TE,164.5,taysom hill,taysomhill,2024
Buffalo Bills,DST,12.0,DST,164.8,buffalo bills,buffalobills,2024
Baker Mayfield,TB,11.0,QB,166.6,baker mayfield,bakermayfield,2024
Cameron Dicker,LAC,5.0,K,166.8,cameron dicker,camerondicker,2024
Gabe Davis ,FA,0.0,WR,168.8,gabe davis,gabedavis,2024
Brandin Cooks,NO,12.0,WR,169.2,brandin cooks,brandincooks,2024
Luke Musgrave,GB,10.0,TE,169.8,luke musgrave,lukemusgrave,2024
Jaylen Wright,MIA,6.0,RB,169.8,jaylen wright,jaylenwright,2024
Adonai Mitchell,IND,14.0,WR,170.6,adonai mitchell,adonaimitchell,2024
Miami Dolphins,DST,6.0,DST,171.6,miami dolphins,miamidolphins,2024
Antonio Gibson,NE,14.0,RB,173.8,antonio gibson,antoniogibson,2024
Xavier Legette,CAR,11.0,WR,178.6,xavier legette,xavierlegette,2024
Philadelphia Eagles,DST,5.0,DST,178.6,philadelphia eagles,philadelphiaeagles,2024
Isaiah Likely,BAL,14.0,TE,180.2,isaiah likely,isaiahlikely,2024
Greg Zuerlein,FA,0.0,K,181.8,greg zuerlein,gregzuerlein,2024
Tyler Conklin,LAC,5.0,TE,182.0,tyler conklin,tylerconklin,2024
MarShawn Lloyd,GB,10.0,RB,182.0,marshawn lloyd,marshawnlloyd,2024
Dontayvion Wicks,GB,10.0,WR,182.2,dontayvion wicks,dontayvionwicks,2024
Darnell Mooney,ATL,12.0,WR,183.2,darnell mooney,darnellmooney,2024
Tyler Bass,BUF,12.0,K,183.4,tyler bass,tylerbass,2024
Houston Texans,DST,14.0,DST,184.0,houston texans,houstontexans,2024
Ja'Lynn Polk,NE,14.0,WR,184.2,jalynn polk,jalynnpolk,2024
Bo Nix,DEN,14.0,QB,184.6,bo nix,bonix,2024
Chris Boswell,PIT,9.0,K,186.5,chris boswell,chrisboswell,2024
Arizona Cardinals,DST,11.0,DST,186.5,arizona cardinals,arizonacardinals,2024
Chicago Bears,DST,7.0,DST,187.4,chicago bears,chicagobears,2024
Ricky Pearsall,SF,9.0,WR,187.5,ricky pearsall,rickypearsall,2024
Jordan Mason,MIN,6.0,RB,187.5,jordan mason,jordanmason,2024
Rashid Shaheed,N,12.0,WR,187.6,rashid shaheed,rashidshaheed,2024
Bucky Irving,TB,11.0,RB,191.0,bucky irving,buckyirving,2024
Denver Broncos,DST,14.0,DST,191.3,denver broncos,denverbroncos,2024
Khalil Herbert,IND,14.0,RB,192.2,khalil herbert,khalilherbert,2024
Geno Smith,LV,10.0,QB,192.4,geno smith,genosmith,2024
Hunter Henry,NE,14.0,TE,193.0,hunter henry,hunterhenry,2024
New Orleans Saints,DST,12.0,DST,193.8,new orleans saints,neworleanssaints,2024
Will Levis,TEN,5.0,QB,195.4,will levis,willlevis,2024
Cade Otton,TB,11.0,TE,196.0,cade otton,cadeotton,2024
Jason Myers,SEA,10.0,K,196.4,jason myers,jasonmyers,2024
Tampa Bay Buccaneers,DST,11.0,DST,197.6,tampa bay buccaneers,tampabaybuccaneers,2024
Braelon Allen,NYJ,12.0,RB,198.5,braelon allen,braelonallen,2024
Jason Sanders,MIA,6.0,K,199.4,jason sanders,jasonsanders,2024
Malachi Corley,NYJ,12.0,WR,199.5,malachi corley,malachicorley,2024
Josh Downs,IND,14.0,WR,200.5,josh downs,joshdowns,2024
Daniel Carlson,LV,10.0,K,200.8,daniel carlson,danielcarlson,2024
Matt Gay,WAS,14.0,K,201.0,matt gay,mattgay,2024
Jahan Dotson,PHI,5.0,WR,201.0,jahan dotson,jahandotson,2024
Tom Brady,FA,0.0,QB,202.0,tom brady,tombrady,2024
Cairo Santos,CHI,7.0,K,202.0,cairo santos,cairosantos,2024
Chig Okonkwo,TEN,5.0,TE,202.5,chig okonkwo,chigokonkwo,2024
DeMario Douglas,NE,14.0,WR,203.0,demario douglas,demariodouglas,2024
Ray Davis,BUF,12.0,RB,205.5,ray davis,raydavis,2024
Seattle Seahawks,DST,10.0,DST,205.6,seattle seahawks,seattleseahawks,2024
Detroit Lions,DST,5.0,DST,206.0,detroit lions,detroitlions,2024
Kimani Vidal,LAC,5.0,RB,207.3,kimani vidal,kimanividal,2024
Dalvin Cook,FA,0.0,RB,208.0,dalvin cook,dalvincook,2024
Atlanta Falcons,DST,12.0,DST,208.3,atlanta falcons,atlantafalcons,2024
Las Vegas Raiders,DST,10.0,DST,211.8,las vegas raiders,lasvegasraiders,2024
Dawson Knox,BUF,12.0,TE,212.3,dawson knox,dawsonknox,2024
Quentin Johnston,LAC,5.0,WR,212.7,quentin johnston,quentinjohnston,2024
Darren Waller,FA,0.0,TE,213.5,darren waller,darrenwaller,2024
Jake Bates,DET,5.0,K,214.0,jake bates,jakebates,2024
Dameon Pierce,HOU,14.0,RB,215.0,dameon pierce,dameonpierce,2024
Jermaine Burton,CIN,12.0,WR,215.3,jermaine burton,jermaineburton,2024
Ben Sinnott,WAS,14.0,TE,215.7,ben sinnott,bensinnott,2024
Roman Wilson,PIT,9.0,WR,215.7,roman wilson,romanwilson,2024
Bryce Young,CAR,11.0,QB,216.5,bryce young,bryceyoung,2024
Tyrone Tracy Jr.,NYG,11.0,RB,217.0,tyrone tracy,tyronetracy,2024
Matt Prater,FA,0.0,K,217.0,matt prater,mattprater,2024
Washington Commanders,DST,14.0,DST,217.3,washington commanders,washingtoncommanders,2024
Derek Carr,FA,0.0,QB,218.0,derek carr,derekcarr,2024
Indianapolis Colts,DST,14.0,DST,218.8,indianapolis colts,indianapoliscolts,2024
Will Reichard,MIN,6.0,K,220.3,will reichard,willreichard,2024
Justin Fields,NYJ,12.0,QB,221.0,justin fields,justinfields,2024
Green Bay Packers,DST,10.0,DST,222.3,green bay packers,greenbaypackers,2024
New England Patriots,DST,14.0,DST,222.7,new england patriots,newenglandpatriots,2024
Zach Ertz,WAS,14.0,TE,224.6,zach ertz,zachertz,2024
Odell Beckham Jr.,FA,0.0,WR,225.0,odell beckham,odellbeckham,2024
Carson Steele,KC,6.0,RB,225.7,carson steele,carsonsteele,2024
Michael Wilson,ARI,11.0,WR,226.3,michael wilson,michaelwilson,2024
Russell Wilson,NYG,11.0,QB,226.3,russell wilson,russellwilson,2024
Drake Maye,NE,14.0,QB,226.7,drake maye,drakemaye,2024
Graham Gano,NYG,11.0,K,227.0,graham gano,grahamgano,2024
Jonnu Smith,MIA,6.0,TE,227.3,jonnu smith,jonnusmith,2024
Alexander Mattison,MIA,6.0,RB,228.7,alexander mattison,alexandermattison,2024
Kenneth Gainwell,PIT,9.0,RB,229.3,kenneth gainwell,kennethgainwell,2024
Wil Lutz,DEN,14.0,K,230.0,wil lutz,willutz,2024
Los Angeles Chargers,DST,5.0,DST,230.0,los angeles chargers,losangeleschargers,2024
New York Giants,DST,11.0,DST,230.8,new york giants,newyorkgiants,2024
Blake Grupe,NO,12.0,K,231.0,blake grupe,blakegrupe,2024
Clyde Edwards-Helaire,NO,12.0,RB,231.5,clyde edwards helaire,clydeedwardshelaire,2024
Rashod Bateman,BAL,14.0,WR,232.0,rashod bateman,rashodbateman,2024
Chris Naggar,FA,0.0,K,233.0,chris naggar,chrisnaggar,2024
Minnesota Vikings,DST,6.0,DST,233.5,minnesota vikings,minnesotavikings,2024
Luke McCaffrey,WAS,14.0,WR,233.7,luke mccaffrey,lukemccaffrey,2024
Marvin Mims Jr.,DEN,14.0,WR,233.7,marvin mims,marvinmims,2024
Jacksonville Jaguars,DST,12.0,DST,234.0,jacksonville jaguars,jacksonvillejaguars,2024
Tank Bigsby,JAC,12.0,RB,235.0,tank bigsby,tankbigsby,2024
Mike Gesicki,CIN,12.0,TE,236.5,mike gesicki,mikegesicki,2024
Justice Hill,BAL,14.0,RB,236.7,justice hill,justicehill,2024
Cam Little,JAC,12.0,K,236.7,cam little,camlittle,2024
Mason Crosby,FA,0.0,K,237.0,mason crosby,masoncrosby,2024
Chase McLaughlin,TB,11.0,K,237.0,chase mclaughlin,chasemclaughlin,2024
Wan'Dale Robinson,NYG,11.0,WR,237.3,wandale robinson,wandalerobinson,2024
Michael Wiley,WAS,14.0,RB,238.0,michael wiley,michaelwiley,2024
Troy Franklin,DEN,14.0,WR,239.0,troy franklin,troyfranklin,2024
Noah Gray,KC,6.0,TE,239.5,noah gray,noahgray,2024
Tennessee Titans,DST,5.0,DST,241.0,tennessee titans,tennesseetitans,2024
Nick Folk,FA,0.0,K,242.0,nick folk,nickfolk,2024
Kendre Miller,NO,12.0,RB,243.5,kendre miller,kendremiller,2024
Kyle Juszczyk,SF,9.0,RB,243.5,kyle juszczyk,kylejuszczyk,2024
Roschon Johnson,CHI,7.0,RB,244.3,roschon johnson,roschonjohnson,2024
JuJu Smith-Schuster,KC,6.0,WR,245.5,juju smith schuster,jujusmithschuster,2024
Daniel Jones,IND,14.0,QB,246.7,daniel jones,danieljones,2024
Noah Fant,SEA,10.0,TE,248.0,noah fant,noahfant,2024
Sam Darnold,SEA,10.0,QB,249.0,sam darnold,samdarnold,2024
Ja'Tavion Sanders,CAR,11.0,TE,249.0,jatavion sanders,jatavionsanders,2024
Los Angeles Rams,DST,6.0,DST,250.3,los angeles rams,losangelesrams,2024
Tyler Boyd,FA,0.0,WR,250.7,tyler boyd,tylerboyd,2024
Gardner Minshew II,KC,6.0,QB,253.0,gardner minshew,gardnerminshew,2024
Jamaal Williams,FA,0.0,RB,253.7,jamaal williams,jamaalwilliams,2024
Keaton Mitchell,BAL,14.0,RB,254.3,keaton mitchell,keatonmitchell,2024
Audric Estime,DEN,14.0,RB,257.0,audric estime,audricestime,2024
Colby Parkinson,LAR,6.0,TE,257.7,colby parkinson,colbyparkinson,2024
Will Shipley,PHI,5.0,RB,258.7,will shipley,willshipley,2024
Greg Dulcich,NYG,11.0,TE,259.0,greg dulcich,gregdulcich,2024
Juwan Johnson,NO,12.0,TE,262.3,juwan johnson,juwanjohnson,2024
Jalen Tolbert,DAL,7.0,WR,263.7,jalen tolbert,jalentolbert,2024
Justin Watson,HOU,14.0,WR,264.0,justin watson,justinwatson,2024
Tucker Kraft,GB,10.0,TE,264.0,tucker kraft,tuckerkraft,2024
Rodrigo Blankenship,FA,0.0,K,265.0,rodrigo blankenship,rodrigoblankenship,2024
Greg Dortch,ARI,11.0,WR,265.3,greg dortch,gregdortch,2024
Demarcus Robinson,SF,9.0,WR,266.7,demarcus robinson,demarcusrobinson,2024
Braxton Berrios,HOU,14.0,WR,267.0,braxton berrios,braxtonberrios,2024
Cornelius Johnson,GB,10.0,WR,269.0,cornelius johnson,corneliusjohnson,2024
Joshua Karty,LAR,6.0,K,269.5,joshua karty,joshuakarty,2024
Darius Slayton,NYG,11.0,WR,270.0,darius slayton,dariusslayton,2024
Louis Rees-Zammit,JAC,12.0,RB,270.5,louis rees zammit,louisreeszammit,2024
Miles Sanders,DAL,7.0,RB,270.5,miles sanders,milessanders,2024
Samaje Perine,CIN,12.0,RB,271.3,samaje perine,samajeperine,2024
Michael Mayer,LV,10.0,TE,271.7,michael mayer,michaelmayer,2024
Ty'Son Williams,FA,0.0,RB,273.0,tyson williams,tysonwilliams,2024
Anthony Jones,FA,0.0,RB,274.0,anthony jones,anthonyjones,2024
Jalen McMillan,TB,11.0,WR,275.5,jalen mcmillan,jalenmcmillan,2024
Tejhaun Palmer,ARI,11.0,WR,276.0,tejhaun palmer,tejhaunpalmer,2024
K.J. Costello,FA,0.0,QB,276.0,kj costello,kjcostello,2024
KaVontae Turpin,DAL,7.0,WR,279.0,kavontae turpin,kavontaeturpin,2024
Christopher Dunn,FA,0.0,K,279.0,christopher dunn,christopherdunn,2024
Jauan Jennings,SF,9.0,WR,280.0,jauan jennings,jauanjennings,2024
Carolina Panthers,DST,11.0,DST,280.0,carolina panthers,carolinapanthers,2024
Charlie Taumoepeau,FA,0.0,TE,280.0,charlie taumoepeau,charlietaumoepeau,2024
Skyy Moore,KC,6.0,WR,280.5,skyy moore,skyymoore,2024
Cordarrelle Patterson,PIT,9.0,RB,281.0,cordarrelle patterson,cordarrellepatterson,2024
Jake Bobo,SEA,10.0,WR,281.0,jake bobo,jakebobo,2024
Jalin Hyatt,NYG,11.0,WR,282.5,jalin hyatt,jalinhyatt,2024
Kadarius Toney,FA,0.0,WR,282.7,kadarius toney,kadariustoney,2024
Gerald Everett,FA,0.0,TE,284.0,gerald everett,geraldeverett,2024
Dylan McDuffie,FA,0.0,RB,284.0,dylan mcduffie,dylanmcduffie,2024
Hayden Hurst,FA,0.0,TE,287.0,hayden hurst,haydenhurst,2024
Anders Carlson,FA,0.0,K,287.5,anders carlson,anderscarlson,2024
Joey Slye,TEN,5.0,K,288.0,joey slye,joeyslye,2024
Jon Hilliman,FA,0.0,RB,290.0,jon hilliman,jonhilliman,2024
Kenny Pickett,CLE,10.0,QB,290.5,kenny pickett,kennypickett,2024
Dyami Brown,JAC,12.0,WR,290.5,dyami brown,dyamibrown,2024
Jermar Jefferson,FA,0.0,RB,290.5,jermar jefferson,jermarjefferson,2024
Jazz Ferguson,FA,0.0,WR,291.0,jazz ferguson,jazzferguson,2024
Durham Smythe,CHI,7.0,TE,292.0,durham smythe,durhamsmythe,2024
Jalen Virgil,BUF,12.0,WR,292.0,jalen virgil,jalenvirgil,2024
Josh Lambo,FA,0.0,K,293.0,josh lambo,joshlambo,2024
J.J. Taylor,HOU,14.0,RB,293.0,jj taylor,jjtaylor,2024
Brenden Rice,LAC,5.0,WR,293.3,brenden rice,brendenrice,2024
Tre Tucker,LV,10.0,WR,293.5,tre tucker,tretucker,2024
Matt Barkley,FA,0.0,QB,294.0,matt barkley,mattbarkley,2024
Jhamon Ausbon,FA,0.0,WR,294.0,jhamon ausbon,jhamonausbon,2024
Devontez Walker,BAL,14.0,WR,294.3,devontez walker,devontezwalker,2024
Aidan O'Connell,LV,10.0,QB,295.0,aidan oconnell,aidanoconnell,2024
Deuce Vaughn,DAL,7.0,RB,295.5,deuce vaughn,deucevaughn,2024
James White,FA,0.0,RB,296.0,james white,jameswhite,2024
Ethan Fernea,FA,0.0,WR,297.0,ethan fernea,ethanfernea,2024
Eddy Pineiro,FA,0.0,K,298.0,eddy pineiro,eddypineiro,2024
Andrei Iosivas,CIN,12.0,WR,298.5,andrei iosivas,andreiiosivas,2024
Van Jefferson,TEN,5.0,WR,299.0,van jefferson,vanjefferson,2024
Elijah Moore,BUF,12.0,WR,301.0,elijah moore,elijahmoore,2024
J.D. McKissic,FA,0.0,RB,301.0,jd mckissic,jdmckissic,2024
D'Onta Foreman,FA,0.0,RB,302.0,donta foreman,dontaforeman,2024
Michael Penix Jr.,ATL,12.0,QB,302.3,michael penix,michaelpenix,2024
Allen Lazard,NYJ,12.0,WR,303.0,allen lazard,allenlazard,2024
Kalif Raymond,DET,5.0,WR,304.0,kalif raymond,kalifraymond,2024
Corey Clement,FA,0.0,RB,305.0,corey clement,coreyclement,2024
