name,team,bye_week,position,adp,name_normalized,match_key,year
Quez Watkins,ARI,12.0,WR,291.0,quez watkins,quezwatkins,2021
Jacksonville Jaguars,DST,7.0,DST,291.0,jacksonville jaguars,jacksonvillejaguars,2021
Mo Alie-Cox,IND,14.0,TE,291.0,mo alie cox,moaliecox,2021
Trace McSorley,FA,0.0,QB,292.0,trace mcsorley,tracemcsorley,2021
Chris Herndon,IV,0.0,TE,292.0,chris herndon,chrisherndon,2021
Van Jefferson,TEN,13.0,WR,294.0,van jefferson,vanjefferson,2021
Nick Folk,FA,0.0,K,295.0,nick folk,nickfolk,2021
Drew Lock,SEA,9.0,QB,296.0,drew lock,drewlock,2021
Scotty Miller,PIT,7.0,WR,296.0,scotty miller,scottymiller,2021
Jalen Richard,FA,0.0,RB,297.0,jalen richard,jalenrichard,2021
Chris Evans,FA,0.0,RB,297.0,chris evans,chrisevans,2021
Eno Benjamin,FA,0.0,RB,299.0,eno benjamin,enobenjamin,2021
Joey Slye,TEN,13.0,K,300.0,joey slye,joeyslye,2021
Travis Fulgham,FA,0.0,WR,302.0,travis fulgham,travisfulgham,2021
Josh Reynolds,NYJ,6.0,WR,302.5,josh reynolds,joshreynolds,2021
Dyami Brown,JAC,7.0,WR,304.0,dyami brown,dyamibrown,2021
Olamide Zaccheaus,CHI,10.0,WR,307.0,olamide zaccheaus,olamidezaccheaus,2021
Quintez Cephus,LAR,11.0,WR,308.0,quintez cephus,quintezcephus,2021
C.J. Uzomah,FA,0.0,TE,308.0,cj uzomah,cjuzomah,2021
Adam Humphries,FA,0.0,WR,309.0,adam humphries,adamhumphries,2021
Dee Eskridge,MIA,14.0,WR,311.0,dee eskridge,deeeskridge,2021
Donald Parham Jr.,PIT,7.0,TE,312.5,donald parham,donaldparham,2021
Ke'Shawn Vaughn,FA,0.0,RB,313.0,keshawn vaughn,keshawnvaughn,2021
Rashard Higgins,FA,0.0,WR,313.5,rashard higgins,rashardhiggins,2021
Atlanta Falcons,DST,6.0,DST,314.0,atlanta falcons,atlantafalcons,2021
Cody Parkey,FA,0.0,K,316.0,cody parkey,codyparkey,2021
New York Jets,DST,6.0,DST,316.5,new york jets,newyorkjets,2021
Tim Patrick,DET,9.0,WR,317.0,tim patrick,timpatrick,2021
Kalen Ballage,FA,0.0,RB,318.0,kalen ballage,kalenballage,2021
Chris Conley,FA,0.0,WR,319.0,chris conley,chrisconley,2021
Kendrick Bourne,NE,14.0,WR,320.5,kendrick bourne,kendrickbourne,2021
Detroit Lions,DST,9.0,DST,321.0,detroit lions,detroitlions,2021
De'Angelo Henderson Sr.,FA,0.0,RB,322.0,deangelo henderson,deangelohenderson,2021
David Njoku,CLE,13.0,TE,324.0,david njoku,davidnjoku,2021
Deonte Harty,FA,0.0,WR,325.0,deonte harty,deonteharty,2021
Houston Texans,DST,10.0,DST,326.0,houston texans,houstontexans,2021
Randy Bullock,FA,0.0,K,326.5,randy bullock,randybullock,2021
David Moore,CAR,13.0,WR,329.0,david moore,davidmoore,2021
Kerryon Johnson,FA,0.0,RB,334.0,kerryon johnson,kerryonjohnson,2021
D'Onta Foreman,FA,0.0,RB,335.0,donta foreman,dontaforeman,2021
Ito Smith,FA,0.0,RB,337.0,ito smith,itosmith,2021
Tyler Conklin,LAC,7.0,TE,339.5,tyler conklin,tylerconklin,2021
Zach Pascal,NYG,10.0,WR,341.0,zach pascal,zachpascal,2021
Ameer Abdullah,FA,0.0,RB,343.0,ameer abdullah,ameerabdullah,2021
Jack Doyle,FA,0.0,TE,344.5,jack doyle,jackdoyle,2021
Xavier Jones,FA,0.0,RB,347.0,xavier jones,xavierjones,2021
Devin Funchess,FA,0.0,WR,349.0,devin funchess,devinfunchess,2021
Adrian Peterson ,FA,0.0,RB,349.5,adrian peterson,adrianpeterson,2021
Keelan Cole Sr.,FA,0.0,WR,351.0,keelan cole,keelancole,2021
Marquise Goodwin,FA,0.0,WR,352.0,marquise goodwin,marquisegoodwin,2021
Jonathan Williams,FA,0.0,RB,353.0,jonathan williams,jonathanwilliams,2021
Kyle Juszczyk,SF,6.0,RB,353.5,kyle juszczyk,kylejuszczyk,2021
Terry Godwin,FA,0.0,WR,354.0,terry godwin,terrygodwin,2021
Stephen Anderson,FA,0.0,TE,355.0,stephen anderson,stephenanderson,2021
Case Cookus,FA,0.0,QB,358.0,case cookus,casecookus,2021
Marcus Mariota,WAS,9.0,QB,359.0,marcus mariota,marcusmariota,2021
Matt Breida,FA,0.0,RB,360.0,matt breida,mattbreida,2021
Tylan Wallace,BAL,8.0,WR,362.0,tylan wallace,tylanwallace,2021
Antonio Gandy-Golden,FA,0.0,WR,365.0,antonio gandy golden,antoniogandygolden,2021
James Washington,FA,0.0,WR,366.0,james washington,jameswashington,2021
N'Keal Harry,FA,0.0,WR,368.0,nkeal harry,nkealharry,2021
Tucker McCann,FA,0.0,K,369.0,tucker mccann,tuckermccann,2021
Tutu Atwell,LAR,11.0,WR,371.0,tutu atwell,tutuatwell,2021
Preston Williams,FA,0.0,WR,372.0,preston williams,prestonwilliams,2021
Jalen Guyton,FA,0.0,WR,373.0,jalen guyton,jalenguyton,2021
Mohamed Sanu Sr.,FA,0.0,WR,374.0,mohamed sanu,mohamedsanu,2021
Cam Sims,FA,0.0,WR,375.0,cam sims,camsims,2021
Shi Smith,FA,0.0,WR,376.0,shi smith,shismith,2021
Damiere Byrd,FA,0.0,WR,377.0,damiere byrd,damierebyrd,2021
Mitchell Trubisky,BUF,7.0,QB,378.0,mitchell trubisky,mitchelltrubisky,2021
Albert Wilson,FA,0.0,WR,379.0,albert wilson,albertwilson,2021
Sam Ehlinger,DEN,11.0,QB,380.0,sam ehlinger,samehlinger,2021
Anthony Schwartz,FA,0.0,WR,381.0,anthony schwartz,anthonyschwartz,2021
Antonio Williams,FA,0.0,RB,384.0,antonio williams,antoniowilliams,2021
Tyler Johnson,NYJ,6.0,WR,385.0,tyler johnson,tylerjohnson,2021
Antonio Callaway,FA,0.0,WR,386.0,antonio callaway,antoniocallaway,2021
Dez Fitzpatrick,LAC,7.0,WR,387.0,dez fitzpatrick,dezfitzpatrick,2021
Jordan Love,GB,13.0,QB,388.0,jordan love,jordanlove,2021
Foster Moreau,NO,6.0,TE,389.0,foster moreau,fostermoreau,2021
Ty Montgomery,II,0.0,RB,391.0,ty montgomery,tymontgomery,2021
James O'Shaughnessy,FA,0.0,TE,392.0,james oshaughnessy,jamesoshaughnessy,2021
Tyron Billy-Johnson,FA,0.0,WR,393.0,tyron billy johnson,tyronbillyjohnson,2021
Matt Ammendola,FA,0.0,K,394.0,matt ammendola,mattammendola,2021
Jacob Eason,FA,0.0,QB,395.0,jacob eason,jacobeason,2021
Jermar Jefferson,FA,0.0,RB,396.0,jermar jefferson,jermarjefferson,2021
Jaylen Samuels,FA,0.0,RB,397.0,jaylen samuels,jaylensamuels,2021
Colin Kaepernick,FA,0.0,QB,399.0,colin kaepernick,colinkaepernick,2021
Ryan Santoso,FA,0.0,K,400.0,ryan santoso,ryansantoso,2021
Johnny Manziel,FA,0.0,QB,401.0,johnny manziel,johnnymanziel,2021
Albert Okwuegbunam Jr.,IND,14.0,TE,402.0,albert okwuegbunam,albertokwuegbunam,2021
Ray Rice,FA,0.0,RB,403.0,ray rice,rayrice,2021
Kylin Hill ,FA,0.0,RB,404.0,kylin hill,kylinhill,2021
Greg Ward,FA,0.0,WR,405.0,greg ward,gregward,2021
Easop Winston Jr.,FA,0.0,WR,406.0,easop winston,easopwinston,2021
Michael Strachan,WAS,9.0,WR,407.0,michael strachan,michaelstrachan,2021
Devin Smith,FA,0.0,WR,408.0,devin smith,devinsmith,2021
Riley Ridley,FA,0.0,WR,409.0,riley ridley,rileyridley,2021
Aldrick Rosas,FA,0.0,K,411.0,aldrick rosas,aldrickrosas,2021
Dazz Newsome,FA,0.0,WR,412.0,dazz newsome,dazznewsome,2021
Jody Fortson Jr. ,FA,0.0,TE,413.0,jody fortson jr,jodyfortsonjr,2021
Dede Westbrook,FA,0.0,WR,414.0,dede westbrook,dedewestbrook,2021
Tony Romo,FA,0.0,QB,415.0,tony romo,tonyromo,2021
Andy Isabella,FA,0.0,WR,416.0,andy isabella,andyisabella,2021
Zay Jones,ARI,12.0,WR,417.0,zay jones,zayjones,2021
DeeJay Dallas,ARI,12.0,RB,418.0,deejay dallas,deejaydallas,2021
Corey Clement,FA,0.0,RB,419.0,corey clement,coreyclement,2021
Demetric Felton Jr.,WAS,9.0,RB,420.0,demetric felton,demetricfelton,2021
Will Dissly,LAC,7.0,TE,421.0,will dissly,willdissly,2021
Tom Kennedy,DET,9.0,WR,422.0,tom kennedy,tomkennedy,2021
Kylen Granson,PHI,14.0,TE,423.0,kylen granson,kylengranson,2021
Devin Duvernay,CHI,10.0,WR,424.0,devin duvernay,devinduvernay,2021
Noah Gray,KC,12.0,TE,425.0,noah gray,noahgray,2021
Gerrid Doaks,FA,0.0,RB,426.0,gerrid doaks,gerriddoaks,2021
Simi Fehoko,ARI,12.0,WR,427.0,simi fehoko,simifehoko,2021
Damoun Patterson,FA,0.0,WR,428.0,damoun patterson,damounpatterson,2021
Charlie Woerner,ATL,6.0,TE,429.0,charlie woerner,charliewoerner,2021
Greg Joseph,SF,6.0,K,430.0,greg joseph,gregjoseph,2021
Pharoh Cooper,FA,0.0,WR,431.0,pharoh cooper,pharohcooper,2021
Kyle Rudolph,FA,0.0,TE,432.0,kyle rudolph,kylerudolph,2021
Jeremy McNichols,WAS,9.0,RB,433.0,jeremy mcnichols,jeremymcnichols,2021
Brandon Dillon,FA,0.0,TE,434.0,brandon dillon,brandondillon,2021
Chad Beebe,FA,0.0,WR,436.0,chad beebe,chadbeebe,2021
Taylor Heinicke,LAC,7.0,QB,437.0,taylor heinicke,taylorheinicke,2021
Trent Sherfield Sr.,DEN,11.0,WR,438.0,trent sherfield,trentsherfield,2021
Davis Mills,HOU,10.0,QB,439.0,davis mills,davismills,2021
Durham Smythe,CHI,10.0,TE,440.0,durham smythe,durhamsmythe,2021
Chad Henne,FA,0.0,QB,441.0,chad henne,chadhenne,2021
Eddy Pineiro,FA,0.0,K,442.0,eddy pineiro,eddypineiro,2021
John Wolford,JAC,7.0,QB,443.0,john wolford,johnwolford,2021
Mike Glennon,FA,0.0,QB,444.0,mike glennon,mikeglennon,2021
Rex Burkhead,FA,0.0,RB,445.0,rex burkhead,rexburkhead,2021
Willie Snead,IV,0.0,WR,446.0,willie snead,williesnead,2021
Drew Sample,CIN,10.0,TE,447.0,drew sample,drewsample,2021
Joe Flacco,CLE,13.0,QB,448.0,joe flacco,joeflacco,2021
Jacoby Brissett,ARI,12.0,QB,449.0,jacoby brissett,jacobybrissett,2021
Cornell Powell,FA,0.0,WR,450.0,cornell powell,cornellpowell,2021
Harrison Bryant,PHI,14.0,TE,451.0,harrison bryant,harrisonbryant,2021
Gardner Minshew II,KC,12.0,QB,452.0,gardner minshew,gardnerminshew,2021
Jacob Hollister,FA,0.0,TE,453.0,jacob hollister,jacobhollister,2021
