name,team,bye_week,position,adp,name_normalized,match_key,year,fantasy_points,games_played
DJ Moore,CHI,13.0,WR,50.8,dj moore,djmoore,2023,276.1,16.0
DeAndre Hopkins,BAL,13.0,WR,52.5,deandre hopkins,deandrehopkins,2023,206.0,16.0
Terry McLaurin,WAS,14.0,WR,54.3,terry mclaurin,terrymclaurin,2023,197.6,16.0
Trevor Lawrence,JAC,9.0,QB,55.0,trevor lawrence,trevorlawrence,2023,246.3,15.0
Christian Watson,GB,6.0,WR,55.3,christian watson,christianwatson,2023,101.3,9.0
Mike Williams,LAC,5.0,WR,60.8,mike williams,mikewilliams,2023,50.2,3.0
J.K. Dobbins,DEN,9.0,RB,61.3,jk dobbins,jkdobbins,2023,11.7,1.0
Alvin Kamara,NO,11.0,RB,61.5,alvin kamara,alvinkamara,2023,233.0,13.0
Kyle Pitts,ATL,11.0,TE,62.3,kyle pitts,kylepitts,2023,132.6,16.0
Alexander Mattison,MIA,10.0,RB,62.8,alexander mattison,alexandermattison,2023,129.3,15.0
Dalvin Cook,FA,0.0,RB,63.5,dalvin cook,dalvincook,2023,40.2,15.0
Dallas Goedert,PHI,10.0,TE,63.8,dallas goedert,dallasgoedert,2023,134.9,13.0
Cam Akers,N,11.0,RB,64.0,cam akers,camakers,2023,46.7,7.0
James Conner,ARI,14.0,RB,64.5,james conner,jamesconner,2023,171.1,12.0
Rachaad White,TB,5.0,RB,65.5,rachaad white,rachaadwhite,2023,254.6,16.0
Drake London,ATL,11.0,WR,66.8,drake london,drakelondon,2023,165.4,15.0
Chris Godwin,TB,5.0,WR,67.0,chris godwin,chrisgodwin,2023,197.7,16.0
Tyler Lockett,TEN,7.0,WR,70.5,tyler lockett,tylerlockett,2023,185.3,16.0
James Cook,BUF,13.0,RB,71.3,james cook,jamescook,2023,224.5,16.0
Jerry Jeudy,CLE,5.0,WR,72.0,jerry jeudy,jerryjeudy,2023,124.9,15.0
Brandon Aiyuk,SF,9.0,WR,72.0,brandon aiyuk,brandonaiyuk,2023,243.7,15.0
Isiah Pacheco,KC,10.0,RB,72.5,isiah pacheco,isiahpacheco,2023,213.9,14.0
Javonte Williams,DAL,7.0,RB,72.8,javonte williams,javontewilliams,2023,158.7,15.0
D'Andre Swift,CHI,13.0,RB,74.3,dandre swift,dandreswift,2023,199.3,16.0
Diontae Johnson,CLE,5.0,WR,74.8,diontae johnson,diontaejohnson,2023,133.8,12.0
Mike Evans,TB,5.0,WR,75.8,mike evans,mikeevans,2023,277.3,16.0
Deshaun Watson,CLE,5.0,QB,76.0,deshaun watson,deshaunwatson,2023,86.8,6.0
Christian Kirk,HU,7.0,WR,76.0,christian kirk,christiankirk,2023,150.3,12.0
Evan Engram,DEN,9.0,TE,78.3,evan engram,evanengram,2023,206.4,16.0
Michael Pittman Jr.,IND,11.0,WR,81.5,michael pittman,michaelpittman,2023,242.8,15.0
San Francisco 49ers,DST,9.0,DST,82.8,san francisco 49ers,sanfrancisco49ers,2023,137.0,-1.0
George Pickens,DAL,7.0,WR,83.0,george pickens,georgepickens,2023,208.5,16.0
David Njoku,CLE,5.0,TE,85.8,david njoku,davidnjoku,2023,201.2,16.0
David Montgomery,DET,9.0,RB,86.0,david montgomery,davidmontgomery,2023,197.2,13.0
Dak Prescott,DAL,7.0,QB,89.5,dak prescott,dakprescott,2023,317.7,16.0
Justin Tucker,FA,0.0,K,90.3,justin tucker,justintucker,2023,156.0,16.0
Marquise Brown,KC,10.0,WR,91.3,marquise brown,marquisebrown,2023,134.7,14.0
Jahan Dotson,PHI,10.0,WR,91.8,jahan dotson,jahandotson,2023,121.1,16.0
Tua Tagovailoa,MIA,10.0,QB,93.5,tua tagovailoa,tuatagovailoa,2023,262.7,16.0
Jordan Addison,MIN,13.0,WR,93.8,jordan addison,jordanaddison,2023,205.6,16.0
A.J. Dillon,PHI,10.0,RB,94.5,aj dillon,ajdillon,2023,117.6,15.0
Brandin Cooks,NO,11.0,WR,95.0,brandin cooks,brandincooks,2023,157.0,15.0
Pat Freiermuth,PIT,6.0,TE,95.3,pat freiermuth,patfreiermuth,2023,72.7,11.0
Jaxon Smith-Njigba,SEA,5.0,WR,97.5,jaxon smith njigba,jaxonsmithnjigba,2023,145.4,16.0
Khalil Herbert,IND,11.0,RB,99.0,khalil herbert,khalilherbert,2023,106.4,11.0
Aaron Rodgers,PIT,6.0,QB,101.8,aaron rodgers,aaronrodgers,2023,0.0,1.0
Jamaal Williams,FA,0.0,RB,103.8,jamaal williams,jamaalwilliams,2023,48.4,12.0
Philadelphia Eagles,DST,10.0,DST,106.0,philadelphia eagles,philadelphiaeagles,2023,96.0,-1.0
Courtland Sutton,DEN,9.0,WR,106.0,courtland sutton,courtlandsutton,2023,189.0,15.0
Michael Thomas,FA,0.0,WR,106.3,michael thomas,michaelthomas,2023,89.8,10.0
Odell Beckham Jr.,FA,0.0,WR,106.3,odell beckham,odellbeckham,2023,107.5,14.0
Gabe Davis,FA,0.0,WR,108.3,gabe davis,gabedavis,2023,161.4,16.0
Buffalo Bills,DST,13.0,DST,108.5,buffalo bills,buffalobills,2023,147.0,-1.0
JuJu Smith-Schuster,KC,10.0,WR,109.3,juju smith schuster,jujusmithschuster,2023,61.0,11.0
Brian Robinson Jr.,WAS,14.0,RB,109.3,brian robinson,brianrobinson,2023,187.5,14.0
Kirk Cousins,ATL,11.0,QB,109.8,kirk cousins,kirkcousins,2023,149.7,8.0
Antonio Gibson,NE,11.0,RB,112.5,antonio gibson,antoniogibson,2023,120.8,15.0
Treylon Burks,TEN,7.0,WR,114.0,treylon burks,treylonburks,2023,39.9,10.0
Daniel Carlson,LV,13.0,K,114.3,daniel carlson,danielcarlson,2023,111.0,16.0
Zay Flowers,BAL,13.0,WR,115.0,zay flowers,zayflowers,2023,206.4,16.0
Kadarius Toney,FA,0.0,WR,116.8,kadarius toney,kadariustoney,2023,53.0,13.0
Zach Charbonnet,SEA,5.0,RB,118.0,zach charbonnet,zachcharbonnet,2023,98.1,15.0
Dallas Cowboys,DST,7.0,DST,118.3,dallas cowboys,dallascowboys,2023,162.0,-1.0
Samaje Perine,CIN,7.0,RB,118.5,samaje perine,samajeperine,2023,115.3,16.0
Anthony Richardson Sr.,IND,11.0,QB,120.3,anthony richardson,anthonyrichardson,2023,72.7,4.0
Dalton Schultz,HOU,7.0,TE,120.5,dalton schultz,daltonschultz,2023,141.3,14.0
Daniel Jones,IND,11.0,QB,120.8,daniel jones,danieljones,2023,57.0,6.0
New York Jets,DST,7.0,DST,122.3,new york jets,newyorkjets,2023,139.0,-1.0
Geno Smith,LV,13.0,QB,124.8,geno smith,genosmith,2023,206.1,14.0
Jerick McKinnon,FA,0.0,RB,125.3,jerick mckinnon,jerickmckinnon,2023,80.3,12.0
Quentin Johnston,LAC,5.0,WR,125.3,quentin johnston,quentinjohnston,2023,89.7,16.0
Dalton Kincaid,BUF,13.0,TE,127.0,dalton kincaid,daltonkincaid,2023,134.9,15.0
Skyy Moore,KC,10.0,WR,127.5,skyy moore,skyymoore,2023,53.7,14.0
New England Patriots,DST,11.0,DST,128.5,new england patriots,newenglandpatriots,2023,106.0,-1.0
Tyler Bass,BUF,13.0,K,129.0,tyler bass,tylerbass,2023,130.0,16.0
Eddy Pineiro,FA,0.0,K,129.0,eddy pineiro,eddypineiro,2023,109.0,15.0
Cole Kmet,CHI,13.0,TE,129.5,cole kmet,colekmet,2023,174.0,16.0
Evan McPherson,CIN,7.0,K,130.3,evan mcpherson,evanmcpherson,2023,132.0,16.0
Harrison Butker,KC,10.0,K,133.5,harrison butker,harrisonbutker,2023,146.0,16.0
Ezekiel Elliott,FA,0.0,RB,134.8,ezekiel elliott,ezekielelliott,2023,161.4,16.0
Raheem Mostert,LV,13.0,RB,135.0,raheem mostert,raheemmostert,2023,267.7,15.0
Tyler Higbee,LAR,10.0,TE,136.3,tyler higbee,tylerhigbee,2023,108.5,15.0
De'Von Achane,MIA,10.0,RB,136.8,devon achane,devonachane,2023,177.6,10.0
Jason Myers,SEA,5.0,K,136.8,jason myers,jasonmyers,2023,151.0,16.0
Adam Thielen,CAR,7.0,WR,137.3,adam thielen,adamthielen,2023,227.8,16.0
Jared Goff,DET,9.0,QB,138.8,jared goff,jaredgoff,2023,270.3,16.0
Baltimore Ravens,DST,13.0,DST,138.8,baltimore ravens,baltimoreravens,2023,166.0,-1.0
Younghoe Koo,ATL,11.0,K,139.0,younghoe koo,younghoekoo,2023,133.0,16.0
Rashaad Penny,FA,0.0,RB,140.3,rashaad penny,rashaadpenny,2023,3.2,2.0
Elijah Mitchell,KC,10.0,RB,140.3,elijah mitchell,elijahmitchell,2023,32.8,10.0
Pittsburgh Steelers,DST,6.0,DST,141.5,pittsburgh steelers,pittsburghsteelers,2023,131.0,-1.0
Allen Lazard,NYJ,7.0,WR,143.5,allen lazard,allenlazard,2023,60.1,14.0
Miami Dolphins,DST,10.0,DST,145.8,miami dolphins,miamidolphins,2023,143.0,-1.0
Juwan Johnson,NO,11.0,TE,147.3,juwan johnson,juwanjohnson,2023,90.8,12.0
Russell Wilson,NYG,13.0,QB,148.0,russell wilson,russellwilson,2023,256.9,15.0
Jakobi Meyers,LV,13.0,WR,150.0,jakobi meyers,jakobimeyers,2023,192.5,15.0
Elijah Moore,BUF,13.0,WR,151.0,elijah moore,elijahmoore,2023,132.1,16.0
Rashod Bateman,BAL,13.0,WR,152.0,rashod bateman,rashodbateman,2023,76.5,15.0
Jameson Williams,DET,9.0,WR,154.0,jameson williams,jamesonwilliams,2023,80.3,12.0
New Orleans Saints,DST,11.0,DST,154.0,new orleans saints,neworleanssaints,2023,135.0,-1.0
Chig Okonkwo,TEN,7.0,TE,154.5,chig okonkwo,chigokonkwo,2023,107.8,16.0
Graham Gano,NYG,13.0,K,155.3,graham gano,grahamgano,2023,50.0,8.0
Tyler Boyd,FA,0.0,WR,156.0,tyler boyd,tylerboyd,2023,145.4,16.0
Nick Folk,FA,0.0,K,159.0,nick folk,nickfolk,2023,127.0,16.0
Devin Singletary,NYG,13.0,RB,159.3,devin singletary,devinsingletary,2023,149.6,16.0
Tyler Allgeier,ATL,11.0,RB,160.0,tyler allgeier,tylerallgeier,2023,131.2,16.0
Jake Elliott,PHI,10.0,K,161.0,jake elliott,jakeelliott,2023,152.0,16.0
Gerald Everett,FA,0.0,TE,162.0,gerald everett,geraldeverett,2023,109.7,14.0
Jaylen Warren,PIT,6.0,RB,162.8,jaylen warren,jaylenwarren,2023,188.4,16.0
Derek Carr,FA,0.0,QB,163.3,derek carr,derekcarr,2023,214.0,16.0
Damien Harris,FA,0.0,RB,164.5,damien harris,damienharris,2023,19.0,6.0
Jalin Hyatt,NYG,13.0,WR,166.3,jalin hyatt,jalinhyatt,2023,58.8,16.0
Kansas City Chiefs,DST,10.0,DST,166.5,kansas city chiefs,kansascitychiefs,2023,119.0,-1.0
Brock Purdy,SF,9.0,QB,167.0,brock purdy,brockpurdy,2023,295.6,16.0
Sam LaPorta,DET,9.0,TE,168.3,sam laporta,samlaporta,2023,225.4,16.0
Kenny Pickett,CLE,5.0,QB,168.3,kenny pickett,kennypickett,2023,110.2,12.0
Tank Bigsby,JAC,9.0,RB,169.8,tank bigsby,tankbigsby,2023,21.2,16.0
D'Onta Foreman,FA,0.0,RB,170.7,donta foreman,dontaforeman,2023,91.2,9.0
Jeff Wilson Jr.,FA,0.0,RB,172.3,jeff wilson,jeffwilson,2023,36.8,9.0
Zay Jones,ARI,14.0,WR,173.3,zay jones,zayjones,2023,67.4,8.0
Nico Collins,HOU,7.0,WR,174.0,nico collins,nicocollins,2023,225.9,14.0
Darnell Mooney,ATL,11.0,WR,174.0,darnell mooney,darnellmooney,2023,78.9,15.0
Greg Dulcich,NYG,13.0,TE,176.0,greg dulcich,gregdulcich,2023,5.5,2.0
Kendre Miller,NO,11.0,RB,177.3,kendre miller,kendremiller,2023,28.4,7.0
Matthew Stafford,LAR,10.0,QB,178.8,matthew stafford,matthewstafford,2023,243.1,15.0
Washington Commanders,DST,14.0,DST,179.8,washington commanders,washingtoncommanders,2023,58.0,-1.0
Deuce Vaughn,DAL,7.0,RB,180.0,deuce vaughn,deucevaughn,2023,15.0,8.0
Greg Zuerlein,FA,0.0,K,180.0,greg zuerlein,gregzuerlein,2023,133.0,15.0
Romeo Doubs,GB,6.0,WR,180.3,romeo doubs,romeodoubs,2023,174.4,16.0
Cincinnati Bengals,DST,7.0,DST,180.8,cincinnati bengals,cincinnatibengals,2023,110.0,-1.0
Bryce Young,CAR,7.0,QB,183.3,bryce young,bryceyoung,2023,152.2,15.0
Deon Jackson,FA,0.0,RB,183.7,deon jackson,deonjackson,2023,4.0,4.0
Rondale Moore,MIN,13.0,WR,184.5,rondale moore,rondalemoore,2023,97.4,16.0
Rashee Rice,KC,10.0,WR,185.3,rashee rice,rasheerice,2023,212.5,16.0
Green Bay Packers,DST,6.0,DST,187.3,green bay packers,greenbaypackers,2023,106.0,-1.0
Kenneth Gainwell,PIT,6.0,RB,187.5,kenneth gainwell,kennethgainwell,2023,90.5,15.0
Jordan Love,GB,6.0,QB,189.0,jordan love,jordanlove,2023,300.5,16.0
Michael Gallup,WAS,14.0,WR,190.0,michael gallup,michaelgallup,2023,87.8,16.0
Cordarrelle Patterson,PIT,6.0,RB,190.3,cordarrelle patterson,cordarrellepatterson,2023,34.9,13.0
Jonathan Mingo,DAL,7.0,WR,190.3,jonathan mingo,jonathanmingo,2023,84.8,15.0
Cameron Dicker,LAC,5.0,K,190.5,cameron dicker,camerondicker,2023,136.0,16.0
Van Jefferson,TEN,7.0,WR,191.0,van jefferson,vanjefferson,2023,38.0,16.0
Dawson Knox,BUF,13.0,TE,191.8,dawson knox,dawsonknox,2023,44.4,11.0
K.J. Osborn,WAS,14.0,WR,192.3,kj osborn,kjosborn,2023,117.1,15.0
Kyren Williams,LAR,10.0,RB,193.0,kyren williams,kyrenwilliams,2023,255.0,12.0
Matt Gay,WAS,14.0,K,193.8,matt gay,mattgay,2023,146.0,16.0
Donovan Peoples-Jones,NO,11.0,WR,194.3,donovan peoples jones,donovanpeoplesjones,2023,24.0,14.0
Jacksonville Jaguars,DST,9.0,DST,194.5,jacksonville jaguars,jacksonvillejaguars,2023,117.0,-1.0
Roschon Johnson,CHI,13.0,RB,195.0,roschon johnson,roschonjohnson,2023,100.1,14.0
Brandon McManus,GB,6.0,K,196.5,brandon mcmanus,brandonmcmanus,2023,137.0,16.0
Jason Sanders,MIA,10.0,K,197.3,jason sanders,jasonsanders,2023,144.0,16.0
Los Angeles Chargers,DST,5.0,DST,197.5,los angeles chargers,losangeleschargers,2023,105.0,-1.0
Carolina Panthers,DST,7.0,DST,198.0,carolina panthers,carolinapanthers,2023,64.0,-1.0
Sean Tucker,TB,5.0,RB,198.0,sean tucker,seantucker,2023,5.2,11.0
Denver Broncos,DST,9.0,DST,198.8,denver broncos,denverbroncos,2023,115.0,-1.0
Zach Ertz,WAS,14.0,TE,198.8,zach ertz,zachertz,2023,51.7,7.0
Detroit Lions,DST,9.0,DST,199.0,detroit lions,detroitlions,2023,98.0,-1.0
Cleveland Browns,DST,5.0,DST,199.8,cleveland browns,clevelandbrowns,2023,153.0,-1.0
Seattle Seahawks,DST,5.0,DST,200.0,seattle seahawks,seattleseahawks,2023,107.0,-1.0
DJ Chark Jr.,FA,0.0,WR,200.3,dj chark,djchark,2023,110.9,14.0
Sam Howell,MIN,13.0,QB,200.3,sam howell,samhowell,2023,250.1,16.0
Luke Musgrave,GB,6.0,TE,200.8,luke musgrave,lukemusgrave,2023,73.1,10.0
Riley Patterson,FA,0.0,K,201.5,riley patterson,rileypatterson,2023,91.0,14.0
Kyler Murray,ARI,14.0,QB,201.5,kyler murray,kylermurray,2023,128.6,7.0
Clyde Edwards-Helaire,NO,11.0,RB,201.7,clyde edwards helaire,clydeedwardshelaire,2023,68.1,14.0
Zack Moss,CIN,7.0,RB,203.5,zack moss,zackmoss,2023,166.6,13.0
Chuba Hubbard,CAR,7.0,RB,206.0,chuba hubbard,chubahubbard,2023,171.3,16.0
Tyjae Spears,TEN,7.0,RB,207.7,tyjae spears,tyjaespears,2023,132.2,16.0
Taysom Hill,NO,11.0,QB,207.8,taysom hill,taysomhill,2023,64.3,15.0
Ty Chandler,MIN,13.0,RB,208.5,ty chandler,tychandler,2023,90.1,16.0
Cairo Santos,CHI,13.0,K,209.0,cairo santos,cairosantos,2023,147.0,16.0
Zamir White,LV,13.0,RB,209.5,zamir white,zamirwhite,2023,60.8,16.0
Marquez Valdes-Scantling,SEA,5.0,WR,210.5,marquez valdes scantling,marquezvaldesscantling,2023,56.5,16.0
Minnesota Vikings,DST,13.0,DST,211.0,minnesota vikings,minnesotavikings,2023,125.0,-1.0
C.J. Stroud,HOU,7.0,QB,211.5,cj stroud,cjstroud,2023,254.5,14.0
Kareem Hunt,KC,10.0,RB,212.5,kareem hunt,kareemhunt,2023,117.0,14.0
Greg Joseph,SF,9.0,K,212.5,greg joseph,gregjoseph,2023,110.0,16.0
Los Angeles Rams,DST,10.0,DST,212.5,los angeles rams,losangelesrams,2023,77.0,-1.0
New York Giants,DST,13.0,DST,213.0,new york giants,newyorkgiants,2023,114.0,-1.0
Jimmy Garoppolo,LAR,10.0,QB,213.3,jimmy garoppolo,jimmygaroppolo,2023,64.1,6.0
Chris Boswell,PIT,6.0,K,214.0,chris boswell,chrisboswell,2023,128.0,16.0
Tom Brady,FA,0.0,QB,214.0,tom brady,tombrady,2023,-1.0,-1.0
Jake Ferguson,DAL,7.0,TE,214.8,jake ferguson,jakeferguson,2023,164.2,16.0
Evan Hull,PIT,6.0,RB,215.5,evan hull,evanhull,2023,1.7,1.0
Brett Maher,FA,0.0,K,216.0,brett maher,brettmaher,2023,76.0,7.0
Marvin Mims Jr.,DEN,9.0,WR,216.5,marvin mims,marvinmims,2023,62.0,15.0
Mike Gesicki,CIN,7.0,TE,217.0,mike gesicki,mikegesicki,2023,63.9,16.0
Hunter Henry,NE,11.0,TE,217.7,hunter henry,hunterhenry,2023,119.9,14.0
Wil Lutz,DEN,9.0,K,217.7,wil lutz,willutz,2023,127.0,16.0
Leonard Fournette,FA,0.0,RB,218.3,leonard fournette,leonardfournette,2023,2.0,1.0
Michael Mayer,LV,13.0,TE,218.8,michael mayer,michaelmayer,2023,71.4,14.0
Jimmy Graham,FA,0.0,TE,219.0,jimmy graham,jimmygraham,2023,33.9,12.0
Jayden Reed,GB,6.0,WR,220.0,jayden reed,jaydenreed,2023,202.0,15.0
Jake Moody,SF,9.0,K,220.7,jake moody,jakemoody,2023,129.0,16.0
Chicago Bears,DST,13.0,DST,222.0,chicago bears,chicagobears,2023,116.0,-1.0
Jerome Ford,CLE,5.0,RB,222.0,jerome ford,jeromeford,2023,206.0,16.0
Tyler Conklin,LAC,5.0,TE,222.3,tyler conklin,tylerconklin,2023,119.5,16.0
Joshua Kelley,FA,0.0,RB,222.5,joshua kelley,joshuakelley,2023,61.6,16.0
Mac Jones,SF,9.0,QB,222.7,mac jones,macjones,2023,106.4,11.0
Parris Campbell,DAL,7.0,WR,222.8,parris campbell,parriscampbell,2023,30.4,12.0
Tampa Bay Buccaneers,DST,5.0,DST,223.0,tampa bay buccaneers,tampabaybuccaneers,2023,116.0,-1.0
Gus Edwards,FA,0.0,RB,223.5,gus edwards,gusedwards,2023,184.2,16.0
Las Vegas Raiders,DST,13.0,DST,224.5,las vegas raiders,lasvegasraiders,2023,138.0,-1.0
Hunter Renfrow,CAR,7.0,WR,224.8,hunter renfrow,hunterrenfrow,2023,48.5,16.0
Tennessee Titans,DST,7.0,DST,226.0,tennessee titans,tennesseetitans,2023,95.0,-1.0
Alec Pierce,IND,11.0,WR,226.3,alec pierce,alecpierce,2023,95.4,16.0
Hayden Hurst,FA,0.0,TE,227.0,hayden hurst,haydenhurst,2023,42.4,9.0
Curtis Samuel,BUF,13.0,WR,230.3,curtis samuel,curtissamuel,2023,152.2,15.0
Justyn Ross,KC,10.0,WR,230.8,justyn ross,justynross,2023,7.6,9.0
Atlanta Falcons,DST,11.0,DST,231.0,atlanta falcons,atlantafalcons,2023,100.0,-1.0
Chase McLaughlin,TB,5.0,K,231.0,chase mclaughlin,chasemclaughlin,2023,125.0,16.0
Noah Fant,SEA,5.0,TE,231.5,noah fant,noahfant,2023,73.4,16.0
Blake Grupe,NO,11.0,K,232.0,blake grupe,blakegrupe,2023,138.0,16.0
Jermar Jefferson,FA,0.0,RB,233.0,jermar jefferson,jermarjefferson,2023,-1.0,-1.0
Isaiah Hodgins,SF,9.0,WR,233.7,isaiah hodgins,isaiahhodgins,2023,53.4,16.0
Latavius Murray,FA,0.0,RB,234.5,latavius murray,lataviusmurray,2023,82.9,16.0
John Metchie III,HOU,7.0,WR,235.0,john metchie,johnmetchie,2023,30.7,15.0
Chase Edmonds,FA,0.0,RB,237.0,chase edmonds,chaseedmonds,2023,36.3,12.0
DeVante Parker,FA,0.0,WR,239.7,devante parker,devanteparker,2023,70.8,12.0
Ryan Tannehill,FA,0.0,QB,240.3,ryan tannehill,ryantannehill,2023,67.6,9.0
Baker Mayfield,TB,5.0,QB,240.3,baker mayfield,bakermayfield,2023,267.9,16.0
Matt Prater,FA,0.0,K,241.0,matt prater,mattprater,2023,122.0,16.0
Malik Cunningham,BAL,13.0,QB,241.0,malik cunningham,malikcunningham,2023,0.0,1.0
Arizona Cardinals,DST,14.0,DST,242.0,arizona cardinals,arizonacardinals,2023,65.0,-1.0
Rob Gronkowski,FA,0.0,TE,242.0,rob gronkowski,robgronkowski,2023,-1.0,-1.0
Tanner Brown,FA,0.0,K,243.0,tanner brown,tannerbrown,2023,-1.0,-1.0
Luke Schoonmaker,DAL,7.0,TE,244.0,luke schoonmaker,lukeschoonmaker,2023,26.5,16.0
Houston Texans,DST,7.0,DST,245.0,houston texans,houstontexans,2023,127.0,-1.0
Darius Slayton,NYG,13.0,WR,245.5,darius slayton,dariusslayton,2023,133.8,16.0
Chase Brown,CIN,7.0,RB,246.0,chase brown,chasebrown,2023,47.2,11.0
Bruce Anderson,III,0.0,RB,246.0,bruce anderson,bruceanderson,2023,-1.0,-1.0
Robbie Gould,FA,0.0,K,246.0,robbie gould,robbiegould,2023,-1.0,-1.0
Kyle Allen,DET,9.0,QB,247.0,kyle allen,kyleallen,2023,-1.3,7.0
Mecole Hardman Jr.,GB,6.0,WR,247.3,mecole hardman,mecolehardman,2023,12.0,10.0
Henry Litwin,FA,0.0,WR,248.0,henry litwin,henrylitwin,2023,-1.0,-1.0
Chase Claypool,FA,0.0,WR,248.0,chase claypool,chaseclaypool,2023,20.4,11.0
Brandon Aubrey,DAL,7.0,K,249.0,brandon aubrey,brandonaubrey,2023,171.0,16.0
Jake Bobo,SEA,5.0,WR,249.0,jake bobo,jakebobo,2023,55.0,16.0
Antonio Brown,FA,0.0,WR,250.0,antonio brown,antoniobrown,2023,-1.0,-1.0
