name,team,bye_week,position,adp,name_normalized,match_key,year,fantasy_points,games_played
Desmond Ridder,FA,0.0,QB,250.0,desmond ridder,desmondridder,2023,161.1,14.0
Mason Crosby,FA,0.0,K,251.0,mason crosby,masoncrosby,2023,14.0,2.0
Anders Carlson,FA,0.0,K,251.5,anders carlson,anderscarlson,2023,120.0,16.0
Trey McBride,ARI,14.0,TE,252.0,trey mcbride,treymcbride,2023,169.1,16.0
Josh Downs,IND,11.0,WR,252.0,josh downs,joshdowns,2023,149.3,16.0
Kyle Juszczyk,SF,9.0,RB,253.5,kyle juszczyk,kylejuszczyk,2023,38.5,16.0
Jaleel McLaughlin,DEN,9.0,RB,254.0,jaleel mclaughlin,jaleelmclaughlin,2023,105.4,16.0
Blake Bell,FA,0.0,TE,254.0,blake bell,blakebell,2023,10.3,16.0
Darnell Washington,PIT,6.0,TE,254.5,darnell washington,darnellwashington,2023,13.1,16.0
Eric Ebron,FA,0.0,TE,255.0,eric ebron,ericebron,2023,-1.0,-1.0
Trey Palmer,TB,5.0,WR,256.0,trey palmer,treypalmer,2023,92.7,16.0
Connor Heyward,PIT,6.0,TE,257.0,connor heyward,connorheyward,2023,37.3,16.0
Ben Roethlisberger,FA,0.0,QB,258.0,ben roethlisberger,benroethlisberger,2023,-1.0,-1.0
Trey Lance,LAC,5.0,QB,259.3,trey lance,treylance,2023,-1.0,-1.0
Wan'Dale Robinson,NYG,13.0,WR,259.5,wandale robinson,wandalerobinson,2023,119.7,14.0
Rashid Shaheed,NO,11.0,WR,259.7,rashid shaheed,rashidshaheed,2023,134.1,14.0
Keaontay Ingram,KC,10.0,RB,260.0,keaontay ingram,keaontayingram,2023,14.0,8.0
Michael Carter,ARI,14.0,RB,260.0,michael carter,michaelcarter,2023,55.9,14.0
Christopher Dunn,FA,0.0,K,260.0,christopher dunn,christopherdunn,2023,-1.0,-1.0
Max Duggan,FA,0.0,QB,261.0,max duggan,maxduggan,2023,0.0,1.0
Robert Woods,PIT,6.0,WR,261.0,robert woods,robertwoods,2023,89.3,14.0
Christian Trahan,FA,0.0,TE,261.0,christian trahan,christiantrahan,2023,-1.0,-1.0
Isaiah Likely,BAL,13.0,TE,262.0,isaiah likely,isaiahlikely,2023,90.0,16.0
Stetson Bennett,LAR,10.0,QB,263.0,stetson bennett,stetsonbennett,2023,-1.0,-1.0
Tristan Vizcaino,FA,0.0,K,264.0,tristan vizcaino,tristanvizcaino,2023,-1.0,-1.0
Adrian Peterson,FA,0.0,RB,264.0,adrian peterson,adrianpeterson,2023,-1.0,-1.0
Zack Kuntz,NYJ,7.0,TE,265.0,zack kuntz,zackkuntz,2023,-1.0,-1.0
Nikola Kalinic,ATL,11.0,TE,265.0,nikola kalinic,nikolakalinic,2023,-1.0,-1.0
Puka Nacua,LAR,10.0,WR,265.0,puka nacua,pukanacua,2023,284.4,16.0
Tank Dell,HU,7.0,WR,265.8,tank dell,tankdell,2023,165.0,11.0
Marvin Jones Jr.,FA,0.0,WR,266.0,marvin jones,marvinjones,2023,6.5,6.0
Mohamed Ibrahim,FA,0.0,RB,266.0,mohamed ibrahim,mohamedibrahim,2023,0.0,1.0
Chad Ryland,ARI,14.0,K,266.5,chad ryland,chadryland,2023,78.0,16.0
Chase Cota-,DUP,0.0,WR,267.0,chase cota,chasecota,2023,0.0,1.0
Joey Slye,TEN,7.0,K,267.0,joey slye,joeyslye,2023,98.0,16.0
Joshua Palmer,BUF,13.0,WR,267.5,joshua palmer,joshuapalmer,2023,95.7,9.0
Indianapolis Colts,DST,11.0,DST,268.0,indianapolis colts,indianapoliscolts,2023,135.0,-1.0
Noah Gray,KC,10.0,TE,268.0,noah gray,noahgray,2023,70.6,16.0
Austin Watkins Jr.,FA,0.0,WR,269.0,austin watkins,austinwatkins,2023,-1.0,-1.0
Zach Evans,NYJ,7.0,RB,270.0,zach evans,zachevans,2023,1.6,9.0
Chris Naggar,FA,0.0,K,270.0,chris naggar,chrisnaggar,2023,-1.0,-1.0
John Mitchell,FA,0.0,TE,271.0,john mitchell,johnmitchell,2023,-1.0,-1.0
Armani Rogers,FA,0.0,TE,271.0,armani rogers,armanirogers,2023,-1.0,-1.0
Rico Dowdle,CAR,7.0,RB,271.0,rico dowdle,ricodowdle,2023,78.5,15.0
Cade Otton,TB,5.0,TE,271.7,cade otton,cadeotton,2023,111.5,16.0
Michael Wilson,ARI,14.0,WR,272.0,michael wilson,michaelwilson,2023,99.0,12.0
C.J. Uzomah,FA,0.0,TE,272.0,cj uzomah,cjuzomah,2023,19.8,12.0
Matt Breida,FA,0.0,RB,273.0,matt breida,mattbreida,2023,46.9,16.0
Michael Badgley,FA,0.0,K,273.0,michael badgley,michaelbadgley,2023,20.0,3.0
Tucker Kraft,GB,6.0,TE,273.0,tucker kraft,tuckerkraft,2023,72.4,16.0
Allen Robinson,II,0.0,WR,274.0,allen robinson,allenrobinson,2023,62.0,16.0
Justin Watson,HOU,7.0,WR,274.0,justin watson,justinwatson,2023,89.0,15.0
Zach Wilson,MIA,10.0,QB,275.0,zach wilson,zachwilson,2023,119.9,12.0
Calvin Austin III,PIT,6.0,WR,275.5,calvin austin,calvinaustin,2023,51.9,16.0
Joseph Ngata,FA,0.0,WR,276.0,joseph ngata,josephngata,2023,-1.0,-1.0
Marcus Mariota,WAS,14.0,QB,277.0,marcus mariota,marcusmariota,2023,1.2,2.0
Ronnie Bell,DET,9.0,WR,278.0,ronnie bell,ronniebell,2023,23.3,16.0
DeWayne McBride,FA,0.0,RB,278.5,dewayne mcbride,dewaynemcbride,2023,-1.0,-1.0
Austin Allen,FA,0.0,TE,279.0,austin allen,austinallen,2023,-1.0,-1.0
Logan Thomas,FA,0.0,TE,279.0,logan thomas,loganthomas,2023,124.9,15.0
Matt Barkley,FA,0.0,QB,279.0,matt barkley,mattbarkley,2023,-0.3,1.0
Will Dissly,LAC,5.0,TE,280.0,will dissly,willdissly,2023,26.6,15.0
Albert Okwuegbunam Jr.,IND,11.0,TE,280.0,albert okwuegbunam,albertokwuegbunam,2023,0.0,4.0
Robert Tonyan,KC,10.0,TE,280.0,robert tonyan,roberttonyan,2023,22.2,16.0
Cade York,FA,0.0,K,280.5,cade york,cadeyork,2023,-1.0,-1.0
Daniel Bellinger,NYG,13.0,TE,280.5,daniel bellinger,danielbellinger,2023,50.5,16.0
Rodrigo Blankenship,FA,0.0,K,281.0,rodrigo blankenship,rodrigoblankenship,2023,-1.0,-1.0
Richie James Jr.,FA,0.0,WR,281.5,richie james,richiejames,2023,15.9,8.0
Dustin Hopkins,CLE,5.0,K,282.0,dustin hopkins,dustinhopkins,2023,149.0,15.0
Deneric Prince,FA,0.0,RB,282.0,deneric prince,denericprince,2023,0.0,2.0
Jelani Woods,IND,11.0,TE,282.5,jelani woods,jelaniwoods,2023,-1.0,-1.0
Durham Smythe,CHI,13.0,TE,283.0,durham smythe,durhamsmythe,2023,65.6,15.0
Quez Watkins,ARI,14.0,WR,284.0,quez watkins,quezwatkins,2023,11.9,8.0
Julio Jones,FA,0.0,WR,284.0,julio jones,juliojones,2023,33.1,10.0
Irv Smith Jr.,HOU,7.0,TE,285.0,irv smith,irvsmith,2023,33.5,12.0
Tyquan Thornton,KC,10.0,WR,285.0,tyquan thornton,tyquanthornton,2023,27.2,9.0
Mitchell Trubisky,BUF,13.0,QB,285.0,mitchell trubisky,mitchelltrubisky,2023,-1.0,-1.0
Equanimeous St. Brown,FA,0.0,WR,286.0,equanimeous st brown,equanimeousstbrown,2023,8.4,6.0
Josh Woodrum,FA,0.0,QB,286.0,josh woodrum,joshwoodrum,2023,-1.0,-1.0
Boston Scott,FA,0.0,RB,286.5,boston scott,bostonscott,2023,15.3,14.0
Thomas Greaney,FA,0.0,TE,287.0,thomas greaney,thomasgreaney,2023,-1.0,-1.0
Nick Sciba,FA,0.0,K,287.0,nick sciba,nicksciba,2023,-1.0,-1.0
Josh Oliver,MIN,13.0,TE,288.0,josh oliver,josholiver,2023,48.2,16.0
Jake Browning,CIN,7.0,QB,289.0,jake browning,jakebrowning,2023,126.1,8.0
Pierre Strong Jr.,CLE,5.0,RB,289.0,pierre strong,pierrestrong,2023,36.3,16.0
Ka'imi Fairbairn,HOU,7.0,K,289.5,kaimi fairbairn,kaimifairbairn,2023,107.0,11.0
Cooper Rush,BAL,13.0,QB,290.0,cooper rush,cooperrush,2023,2.1,7.0
Cole McDonald,FA,0.0,QB,290.0,cole mcdonald,colemcdonald,2023,-1.0,-1.0
Terrace Marshall Jr.,PHI,10.0,WR,291.0,terrace marshall,terracemarshall,2023,31.4,8.0
Kyle Lauletta,FA,0.0,QB,292.0,kyle lauletta,kylelauletta,2023,-1.0,-1.0
Trenton Irwin,JAC,9.0,WR,293.0,trenton irwin,trentonirwin,2023,57.2,15.0
Danny Etling,FA,0.0,QB,294.0,danny etling,dannyetling,2023,-1.0,-1.0
Trace McSorley,FA,0.0,QB,294.0,trace mcsorley,tracemcsorley,2023,-1.0,-1.0
KaVontae Turpin,DAL,7.0,WR,295.0,kavontae turpin,kavontaeturpin,2023,59.2,15.0
Cam Newton,FA,0.0,QB,296.0,cam newton,camnewton,2023,-1.0,-1.0
Jauan Jennings,SF,9.0,WR,296.0,jauan jennings,jauanjennings,2023,51.5,13.0
Peyton Hendershot,FA,0.0,TE,297.0,peyton hendershot,peytonhendershot,2023,4.4,7.0
Malik Flowers,FA,0.0,WR,297.0,malik flowers,malikflowers,2023,-1.0,-1.0
Teddy Bridgewater,FA,0.0,QB,298.0,teddy bridgewater,teddybridgewater,2023,-0.2,1.0
Sterling Shepard,TB,5.0,WR,298.0,sterling shepard,sterlingshepard,2023,14.9,14.0
Drew Lock,SEA,5.0,QB,299.0,drew lock,drewlock,2023,29.1,4.0
J.J. Taylor,HOU,7.0,RB,300.0,jj taylor,jjtaylor,2023,-1.0,-1.0
Darius Jackson,FA,0.0,RB,301.0,darius jackson,dariusjackson,2023,-1.0,-1.0
Jack Stoll,NO,11.0,TE,302.0,jack stoll,jackstoll,2023,6.7,16.0
Sean Clifford,GB,6.0,QB,303.0,sean clifford,seanclifford,2023,1.3,2.0
Troy Fumagalli,FA,0.0,TE,303.0,troy fumagalli,troyfumagalli,2023,-1.0,-1.0
Josh Hill,FA,0.0,TE,304.0,josh hill,joshhill,2023,-1.0,-1.0
Binjimen Victor,FA,0.0,WR,304.0,binjimen victor,binjimenvictor,2023,-1.0,-1.0
Levine Toilolo,FA,0.0,TE,305.0,levine toilolo,levinetoilolo,2023,-1.0,-1.0
C.J. Ham,MIN,13.0,RB,305.0,cj ham,cjham,2023,10.2,16.0
Devin Duvernay,CHI,13.0,WR,305.0,devin duvernay,devinduvernay,2023,7.3,13.0
Charlie Jones,CIN,7.0,WR,306.0,charlie jones,charliejones,2023,5.5,10.0
Nate Stanley,FA,0.0,QB,307.0,nate stanley,natestanley,2023,-1.0,-1.0
Ryan Succop,FA,0.0,K,307.0,ryan succop,ryansuccop,2023,-1.0,-1.0
Kaden Smith,FA,0.0,TE,308.0,kaden smith,kadensmith,2023,-1.0,-1.0
Le'Veon Bell,FA,0.0,RB,308.0,leveon bell,leveonbell,2023,-1.0,-1.0
Nick Bowers,FA,0.0,TE,309.0,nick bowers,nickbowers,2023,-1.0,-1.0
Marquise Goodwin,FA,0.0,WR,309.0,marquise goodwin,marquisegoodwin,2023,14.0,12.0
Briley Moore,FA,0.0,TE,310.0,briley moore,brileymoore,2023,-1.0,-1.0
Grant DuBose,FA,0.0,WR,311.0,grant dubose,grantdubose,2023,-1.0,-1.0
Olamide Zaccheaus,CHI,13.0,WR,312.0,olamide zaccheaus,olamidezaccheaus,2023,34.4,16.0
Ross Travis,FA,0.0,TE,312.0,ross travis,rosstravis,2023,-1.0,-1.0
Jason Brownlee,KC,10.0,WR,313.0,jason brownlee,jasonbrownlee,2023,16.6,6.0
Israel Abanikanda,SF,9.0,RB,313.5,israel abanikanda,israelabanikanda,2023,15.7,6.0
Derek Watt,FA,0.0,RB,314.0,derek watt,derekwatt,2023,-1.0,-1.0
Matt Bushman,FA,0.0,TE,314.0,matt bushman,mattbushman,2023,0.0,1.0
Jordan Matthews,FA,0.0,TE,316.0,jordan matthews,jordanmatthews,2023,0.0,1.0
Hendon Hooker,DET,9.0,QB,316.0,hendon hooker,hendonhooker,2023,-1.0,-1.0
Kahale Warring,FA,0.0,TE,317.0,kahale warring,kahalewarring,2023,-1.0,-1.0
Brock Wright,DET,9.0,TE,317.0,brock wright,brockwright,2023,28.1,14.0
DaeSean Hamilton,FA,0.0,WR,318.0,daesean hamilton,daeseanhamilton,2023,-1.0,-1.0
Jalen Tolbert,DAL,7.0,WR,318.0,jalen tolbert,jalentolbert,2023,50.0,16.0
Jonnu Smith,MIA,10.0,TE,319.0,jonnu smith,jonnusmith,2023,112.3,16.0
Jarrett Stidham,DEN,9.0,QB,320.0,jarrett stidham,jarrettstidham,2023,13.6,2.0
Andrei Iosivas,CIN,7.0,WR,321.0,andrei iosivas,andreiiosivas,2023,30.0,15.0
Jameis Winston,NYG,13.0,QB,322.0,jameis winston,jameiswinston,2023,12.0,6.0
D'Vonte Price,FA,0.0,RB,323.0,dvonte price,dvonteprice,2023,-1.0,-1.0
Blaine Gabbert,FA,0.0,QB,324.0,blaine gabbert,blainegabbert,2023,-2.9,1.0
Patrick Ricard,BAL,13.0,RB,325.0,patrick ricard,patrickricard,2023,16.2,16.0
Josh Lambo,FA,0.0,K,326.0,josh lambo,joshlambo,2023,-1.0,-1.0
Drew Sample,CIN,7.0,TE,327.0,drew sample,drewsample,2023,47.6,16.0
Tyson Bagent,CHI,13.0,QB,329.0,tyson bagent,tysonbagent,2023,53.3,5.0
Adam Humphries,FA,0.0,WR,330.0,adam humphries,adamhumphries,2023,-1.0,-1.0
Tre' McKitty,FA,0.0,TE,331.0,tre mckitty,tremckitty,2023,0.0,6.0
Lirim Hajrullahu,FA,0.0,K,332.0,lirim hajrullahu,lirimhajrullahu,2023,-1.0,-1.0
Anthony Brown Jr.,FA,0.0,QB,333.0,anthony brown,anthonybrown,2023,-1.0,-1.0
Matthew Slater,FA,0.0,WR,334.0,matthew slater,matthewslater,2023,0.0,15.0
Josh Gordon,FA,0.0,WR,335.0,josh gordon,joshgordon,2023,-1.0,-1.0
Adam Trautman,DEN,9.0,TE,336.0,adam trautman,adamtrautman,2023,57.3,16.0
Roger Carter Jr.,FA,0.0,TE,337.0,roger carter,rogercarter,2023,-1.0,-1.0
Gunner Olszewski,FA,0.0,WR,338.0,gunner olszewski,gunnerolszewski,2023,-3.0,11.0
Dorian Thompson-Robinson,PHI,10.0,QB,339.0,dorian thompson robinson,dorianthompsonrobinson,2023,22.1,8.0
Khalil Shakir,BUF,13.0,WR,340.0,khalil shakir,khalilshakir,2023,96.6,16.0
Elijah Higgins,ARI,14.0,TE,341.0,elijah higgins,elijahhiggins,2023,31.1,10.0
Randy Bullock,FA,0.0,K,342.0,randy bullock,randybullock,2023,29.0,6.0
Elijah Dotson,ATL,11.0,RB,344.0,elijah dotson,elijahdotson,2023,3.9,4.0
James White,FA,0.0,RB,345.0,james white,jameswhite,2023,-1.0,-1.0
Andy Dalton,CAR,7.0,QB,346.0,andy dalton,andydalton,2023,23.6,4.0
Harrison Bryant,PHI,10.0,TE,347.0,harrison bryant,harrisonbryant,2023,37.9,16.0
Ryan Fitzpatrick,FA,0.0,QB,348.0,ryan fitzpatrick,ryanfitzpatrick,2023,-1.0,-1.0
Brenton Strange,JAC,9.0,TE,349.0,brenton strange,brentonstrange,2023,14.5,13.0
Ray-Ray McCloud III,ATL,11.0,WR,350.0,ray ray mccloud,rayraymccloud,2023,22.6,11.0
Mo Alie-Cox,IND,11.0,TE,351.0,mo alie cox,moaliecox,2023,43.3,16.0
John FitzPatrick,GB,6.0,TE,351.5,john fitzpatrick,johnfitzpatrick,2023,0.0,9.0
Trent Sherfield Sr.,DEN,9.0,WR,352.0,trent sherfield,trentsherfield,2023,14.2,16.0
Cedrick Wilson Jr.,NO,11.0,WR,353.0,cedrick wilson,cedrickwilson,2023,66.2,14.0
James Robinson,FA,0.0,RB,353.0,james robinson,jamesrobinson,2023,1.0,1.0
Julian Hill,MIA,10.0,TE,355.0,julian hill,julianhill,2023,7.6,14.0
Dontayvion Wicks,GB,6.0,WR,356.0,dontayvion wicks,dontayvionwicks,2023,95.1,14.0
Mitchell Wilcox,FA,0.0,TE,357.0,mitchell wilcox,mitchellwilcox,2023,14.6,16.0
Jared Cook,FA,0.0,TE,357.0,jared cook,jaredcook,2023,-1.0,-1.0
Xavier Gipson,NYJ,7.0,WR,358.0,xavier gipson,xaviergipson,2023,51.3,16.0
Alec Ingold,MIA,10.0,RB,359.0,alec ingold,alecingold,2023,24.9,16.0
Devonta Freeman,FA,0.0,RB,360.0,devonta freeman,devontafreeman,2023,-1.0,-1.0
Brycen Hopkins,FA,0.0,TE,361.0,brycen hopkins,brycenhopkins,2023,6.1,14.0
Colby Parkinson,LAR,10.0,TE,362.0,colby parkinson,colbyparkinson,2023,57.9,16.0
John Bates,WAS,14.0,TE,363.0,john bates,johnbates,2023,34.1,16.0
Tre Nixon,FA,0.0,WR,365.0,tre nixon,trenixon,2023,-1.0,-1.0
Josh Adams,FA,0.0,RB,366.0,josh adams,joshadams,2023,-1.0,-1.0
Eric Gray,NYG,13.0,RB,367.0,eric gray,ericgray,2023,9.2,12.0
Aidan O'Connell,LV,13.0,QB,369.0,aidan oconnell,aidanoconnell,2023,108.0,10.0
Hunter Luepke,DAL,7.0,RB,370.0,hunter luepke,hunterluepke,2023,12.7,16.0
River Cracraft,FA,0.0,WR,371.0,river cracraft,rivercracraft,2023,24.3,9.0
Chris Brooks,GB,6.0,RB,372.0,chris brooks,chrisbrooks,2023,10.6,8.0
Jeremy Ruckert,NYJ,7.0,TE,373.0,jeremy ruckert,jeremyruckert,2023,31.1,15.0
Joe Flacco,CLE,5.0,QB,374.0,joe flacco,joeflacco,2023,100.8,5.0
Dyami Brown,JAC,9.0,WR,375.0,dyami brown,dyamibrown,2023,34.8,16.0
Amari Rodgers,FA,0.0,WR,376.0,amari rodgers,amarirodgers,2023,0.0,3.0
Erik Ezukanma,MIA,10.0,WR,377.0,erik ezukanma,erikezukanma,2023,2.2,2.0
Ross Dwelley,SF,9.0,TE,378.0,ross dwelley,rossdwelley,2023,2.2,12.0
Michael Burton,DEN,9.0,RB,379.0,michael burton,michaelburton,2023,6.7,16.0
Josiah Deguara,ARI,14.0,TE,380.0,josiah deguara,josiahdeguara,2023,14.5,14.0
Scotty Washington,FA,0.0,WR,381.0,scotty washington,scottywashington,2023,-1.0,-1.0
Jalen Brooks,DAL,7.0,WR,382.0,jalen brooks,jalenbrooks,2023,11.3,6.0
Ben DiNucci,FA,0.0,QB,383.0,ben dinucci,bendinucci,2023,-1.0,-1.0
D'Ernest Johnson,FA,0.0,RB,384.0,dernest johnson,dernestjohnson,2023,34.9,16.0
Pharoh Cooper,FA,0.0,WR,384.0,pharoh cooper,pharohcooper,2023,-1.0,-1.0
Bryce Perkins,FA,0.0,QB,385.0,bryce perkins,bryceperkins,2023,-1.0,-1.0
Malik Heath,GB,6.0,WR,386.0,malik heath,malikheath,2023,29.6,12.0
Brandon Johnson,PIT,6.0,WR,387.0,brandon johnson,brandonjohnson,2023,60.6,12.0
Mason Rudolph,PIT,6.0,QB,388.0,mason rudolph,masonrudolph,2023,31.6,3.0
Isaiah McKenzie,FA,0.0,WR,388.5,isaiah mckenzie,isaiahmckenzie,2023,18.6,13.0
Scotty Miller,PIT,6.0,WR,389.0,scotty miller,scottymiller,2023,30.5,16.0
Nelson Agholor,FA,0.0,WR,390.0,nelson agholor,nelsonagholor,2023,88.2,16.0
David Johnson,FA,0.0,RB,391.0,david johnson,davidjohnson,2023,-1.0,-1.0
A.J. Green,FA,0.0,WR,392.0,aj green,ajgreen,2023,-1.0,-1.0
Antoine Green,FA,0.0,WR,393.0,antoine green,antoinegreen,2023,1.2,8.0
Brandon Allen,TEN,7.0,QB,394.0,brandon allen,brandonallen,2023,-1.0,-1.0
Tyrod Taylor,NYJ,7.0,QB,395.0,tyrod taylor,tyrodtaylor,2023,69.7,10.0
Bailey Zappe,KC,10.0,QB,396.0,bailey zappe,baileyzappe,2023,68.4,9.0
Mitchell Tinsley,CIN,7.0,WR,397.0,mitchell tinsley,mitchelltinsley,2023,0.0,1.0
Tyrion Davis-Price,TEN,7.0,RB,398.0,tyrion davis price,tyriondavisprice,2023,2.1,1.0
Spencer Brown,FA,0.0,RB,400.0,spencer brown,spencerbrown,2023,-1.0,-1.0
DeAndre Carter,CLE,5.0,WR,402.0,deandre carter,deandrecarter,2023,8.4,16.0
Tanner McKee,PHI,10.0,QB,404.0,tanner mckee,tannermckee,2023,-1.0,-1.0
C.J. Beathard,FA,0.0,QB,405.0,cj beathard,cjbeathard,2023,21.5,7.0
Jordan Akins,FA,0.0,TE,406.0,jordan akins,jordanakins,2023,22.8,16.0
Jakob Johnson,HOU,7.0,RB,407.0,jakob johnson,jakobjohnson,2023,2.2,12.0
Travis Homer,CHI,13.0,RB,408.0,travis homer,travishomer,2023,0.0,15.0
Byron Pringle,FA,0.0,WR,409.0,byron pringle,byronpringle,2023,28.1,16.0
Kayshon Boutte,NE,11.0,WR,410.0,kayshon boutte,kayshonboutte,2023,3.9,4.0
Rex Burkhead,FA,0.0,RB,411.0,rex burkhead,rexburkhead,2023,-1.0,-1.0
Easton Stick,ATL,11.0,QB,412.0,easton stick,eastonstick,2023,51.5,4.0
Caleb Shudak,FA,0.0,K,413.0,caleb shudak,calebshudak,2023,-1.0,-1.0
Tre Tucker,LV,13.0,WR,415.0,tre tucker,tretucker,2023,57.8,15.0
Nick Mullens,JAC,9.0,QB,416.0,nick mullens,nickmullens,2023,46.1,4.0
Cole Turner,WAS,14.0,TE,417.0,cole turner,coleturner,2023,23.0,12.0
Jordan Mason,MIN,13.0,RB,418.0,jordan mason,jordanmason,2023,38.9,16.0
Matt Ryan,FA,0.0,QB,419.0,matt ryan,mattryan,2023,-1.0,-1.0
Tyler Scott,CHI,13.0,WR,420.0,tyler scott,tylerscott,2023,33.7,16.0
Kearis Jackson,FA,0.0,WR,421.0,kearis jackson,kearisjackson,2023,0.0,2.0
A.T. Perry,DEN,9.0,WR,422.0,at perry,atperry,2023,40.3,9.0
Reggie Gilliam,BUF,13.0,RB,423.0,reggie gilliam,reggiegilliam,2023,1.3,16.0
Samori Toure,CHI,13.0,WR,424.0,samori toure,samoritoure,2023,17.8,11.0
Skylar Thompson,PIT,6.0,QB,425.0,skylar thompson,skylarthompson,2023,-1.0,-1.0
Matthew Wright,CAR,7.0,K,426.0,matthew wright,matthewwright,2023,0.0,0.0
Derius Davis,LAC,5.0,WR,427.0,derius davis,deriusdavis,2023,25.2,16.0
Nathan Peterman,FA,0.0,QB,428.0,nathan peterman,nathanpeterman,2023,-0.4,1.0
Tyler Kroft,FA,0.0,TE,429.0,tyler kroft,tylerkroft,2023,0.0,8.0
Mark Ingram,II,0.0,RB,430.0,mark ingram,markingram,2023,-1.0,-1.0
James Mitchell,CAR,7.0,TE,431.0,james mitchell,jamesmitchell,2023,1.4,14.0
David Bell,CLE,5.0,WR,432.0,david bell,davidbell,2023,25.9,14.0
Keith Smith,FA,0.0,RB,433.0,keith smith,keithsmith,2023,6.3,13.0
Kylen Granson,PHI,10.0,TE,434.0,kylen granson,kylengranson,2023,69.7,14.0
Maurice Alexander,CHI,13.0,WR,435.0,maurice alexander,mauricealexander,2023,-1.0,-1.0
Davis Allen,LAR,10.0,TE,436.0,davis allen,davisallen,2023,19.0,14.0
Cody Parkey,FA,0.0,K,437.0,cody parkey,codyparkey,2023,-1.0,-1.0
Kenny McIntosh,SEA,5.0,RB,438.0,kenny mcintosh,kennymcintosh,2023,0.0,3.0
Quintin Morris,JAC,9.0,TE,439.0,quintin morris,quintinmorris,2023,10.6,14.0
Snoop Conner,FA,0.0,RB,440.0,snoop conner,snoopconner,2023,-1.0,-1.0
Donald Parham Jr.,PIT,6.0,TE,441.0,donald parham,donaldparham,2023,66.2,13.0
Johnny Johnson III,HOU,7.0,WR,442.0,johnny johnson,johnnyjohnson,2023,-1.0,-1.0
Miles Boykin,CHI,13.0,WR,444.0,miles boykin,milesboykin,2023,4.7,16.0
Andrew Beck,NYJ,7.0,RB,445.0,andrew beck,andrewbeck,2023,23.9,14.0
Velus Jones Jr.,NO,11.0,WR,446.0,velus jones,velusjones,2023,11.1,13.0
Brandon Powell,FA,0.0,WR,447.0,brandon powell,brandonpowell,2023,65.9,16.0
Ian Thomas,LV,13.0,TE,448.0,ian thomas,ianthomas,2023,9.1,11.0
Jason Cabinda,FA,0.0,RB,449.0,jason cabinda,jasoncabinda,2023,0.0,3.0
Demarcus Robinson,SF,9.0,WR,450.0,demarcus robinson,demarcusrobinson,2023,87.4,15.0
Malik Willis,GB,6.0,QB,451.0,malik willis,malikwillis,2023,3.1,3.0
Jaren Hall,FA,0.0,QB,452.0,jaren hall,jarenhall,2023,2.1,3.0
Tylan Wallace,BAL,13.0,WR,454.0,tylan wallace,tylanwallace,2023,0.0,10.0
Carson Wentz,FA,0.0,QB,455.0,carson wentz,carsonwentz,2023,0.0,1.0
Laquon Treadwell,IND,11.0,WR,456.0,laquon treadwell,laquontreadwell,2023,0.0,4.0
Dee Eskridge,MIA,10.0,WR,457.0,dee eskridge,deeeskridge,2023,0.5,4.0
Anthony Schwartz,FA,0.0,WR,458.0,anthony schwartz,anthonyschwartz,2023,-1.0,-1.0
Nick Foles,FA,0.0,QB,459.0,nick foles,nickfoles,2023,-1.0,-1.0
Xavier Hutchinson,HOU,7.0,WR,460.0,xavier hutchinson,xavierhutchinson,2023,20.3,15.0
Colt McCoy,FA,0.0,QB,461.0,colt mccoy,coltmccoy,2023,-1.0,-1.0
Braylon Sanders,FA,0.0,WR,462.0,braylon sanders,braylonsanders,2023,-1.0,-1.0
Justin Shorter,LV,13.0,WR,463.0,justin shorter,justinshorter,2023,-1.0,-1.0
Cedric Tillman,CLE,5.0,WR,464.0,cedric tillman,cedrictillman,2023,36.9,13.0
Marcedes Lewis,FA,0.0,TE,465.0,marcedes lewis,marcedeslewis,2023,12.9,16.0
Jake Funk,FA,0.0,RB,466.0,jake funk,jakefunk,2023,3.2,4.0
Devin Smith,FA,0.0,WR,467.0,devin smith,devinsmith,2023,-1.0,-1.0
Paul Quessenberry,FA,0.0,TE,468.0,paul quessenberry,paulquessenberry,2023,-1.0,-1.0
Cole Beasley,FA,0.0,WR,469.0,cole beasley,colebeasley,2023,-1.0,-1.0
Dareke Young,SEA,5.0,WR,471.0,dareke young,darekeyoung,2023,0.0,5.0
Chris Oladokun,KC,10.0,QB,472.0,chris oladokun,chrisoladokun,2023,-1.0,-1.0
Trent Taylor,SF,9.0,WR,473.0,trent taylor,trenttaylor,2023,-0.2,16.0
Jonathan Garibay,FA,0.0,K,475.0,jonathan garibay,jonathangaribay,2023,-1.0,-1.0
Tommy Tremble,CAR,7.0,TE,476.0,tommy tremble,tommytremble,2023,57.3,15.0
Mike Glennon,FA,0.0,QB,477.0,mike glennon,mikeglennon,2023,-1.0,-1.0
Charlie Kolar,BAL,13.0,TE,478.0,charlie kolar,charliekolar,2023,16.4,14.0
Trevon Wesco,FA,0.0,TE,479.0,trevon wesco,trevonwesco,2023,3.1,14.0
Alex Collins,FA,0.0,RB,480.0,alex collins,alexcollins,2023,-1.0,-1.0
Grant Calcaterra,PHI,10.0,TE,481.0,grant calcaterra,grantcalcaterra,2023,4.1,14.0
Josh Johnson,WAS,14.0,QB,482.0,josh johnson,joshjohnson,2023,-1.0,-1.0
Mike White,BUF,13.0,QB,483.0,mike white,mikewhite,2023,2.1,6.0
