name,team,bye_week,position,adp,name_normalized,match_key,year,fantasy_points,games_played
Justin Watson,HOU,14.0,WR,264.0,justin watson,justinwatson,2024,61.4,16.0
Tucker Kraft,GB,10.0,TE,264.0,tucker kraft,tuckerkraft,2024,155.7,16.0
Rodrigo Blankenship,FA,0.0,K,265.0,rodrigo blankenship,rodrigoblankenship,2024,-1.0,-1.0
Greg Dortch,ARI,11.0,WR,265.3,greg dortch,gregdortch,2024,68.9,16.0
Demarcus Robinson,SF,9.0,WR,266.7,demarcus robinson,demarcusrobinson,2024,113.3,16.0
Braxton Berrios,HOU,14.0,WR,267.0,braxton berrios,braxtonberrios,2024,0.0,6.0
Cornelius Johnson,GB,10.0,WR,269.0,cornelius johnson,corneliusjohnson,2024,-1.0,-1.0
Joshua Karty,LAR,6.0,K,269.5,joshua karty,joshuakarty,2024,-1.0,-1.0
Darius Slayton,NYG,11.0,WR,270.0,darius slayton,dariusslayton,2024,110.0,15.0
Louis Rees-Zammit,JAC,12.0,RB,270.5,louis rees zammit,louisreeszammit,2024,-1.0,-1.0
Miles Sanders,DAL,7.0,RB,270.5,miles sanders,milessanders,2024,50.7,10.0
Samaje Perine,CIN,12.0,RB,271.3,samaje perine,samajeperine,2024,79.0,16.0
Michael Mayer,LV,10.0,TE,271.7,michael mayer,michaelmayer,2024,30.5,10.0
Ty'Son Williams,FA,0.0,RB,273.0,tyson williams,tysonwilliams,2024,-1.0,-1.0
Anthony Jones,FA,0.0,RB,274.0,anthony jones,anthonyjones,2024,-1.0,-1.0
Jalen McMillan,TB,11.0,WR,275.5,jalen mcmillan,jalenmcmillan,2024,116.4,12.0
Tejhaun Palmer,ARI,11.0,WR,276.0,tejhaun palmer,tejhaunpalmer,2024,-1.0,-1.0
K.J. Costello,FA,0.0,QB,276.0,kj costello,kjcostello,2024,-1.0,-1.0
KaVontae Turpin,DAL,7.0,WR,279.0,kavontae turpin,kavontaeturpin,2024,83.4,16.0
Christopher Dunn,FA,0.0,K,279.0,christopher dunn,christopherdunn,2024,-1.0,-1.0
Jauan Jennings,SF,9.0,WR,280.0,jauan jennings,jauanjennings,2024,198.3,14.0
Carolina Panthers,DST,11.0,DST,280.0,carolina panthers,carolinapanthers,2024,-1.0,-1.0
Charlie Taumoepeau,FA,0.0,TE,280.0,charlie taumoepeau,charlietaumoepeau,2024,-1.0,-1.0
Skyy Moore,KC,6.0,WR,280.5,skyy moore,skyymoore,2024,0.0,6.0
Cordarrelle Patterson,PIT,9.0,RB,281.0,cordarrelle patterson,cordarrellepatterson,2024,37.4,12.0
Jake Bobo,SEA,10.0,WR,281.0,jake bobo,jakebobo,2024,22.3,16.0
Jalin Hyatt,NYG,11.0,WR,282.5,jalin hyatt,jalinhyatt,2024,14.2,15.0
Kadarius Toney,FA,0.0,WR,282.7,kadarius toney,kadariustoney,2024,-2.4,3.0
Gerald Everett,FA,0.0,TE,284.0,gerald everett,geraldeverett,2024,11.6,16.0
Dylan McDuffie,FA,0.0,RB,284.0,dylan mcduffie,dylanmcduffie,2024,-1.0,-1.0
Hayden Hurst,FA,0.0,TE,287.0,hayden hurst,haydenhurst,2024,15.3,8.0
Anders Carlson,FA,0.0,K,287.5,anders carlson,anderscarlson,2024,-1.0,-1.0
Joey Slye,TEN,5.0,K,288.0,joey slye,joeyslye,2024,-1.0,-1.0
Jon Hilliman,FA,0.0,RB,290.0,jon hilliman,jonhilliman,2024,-1.0,-1.0
Kenny Pickett,CLE,10.0,QB,290.5,kenny pickett,kennypickett,2024,25.1,5.0
Dyami Brown,JAC,12.0,WR,290.5,dyami brown,dyamibrown,2024,62.0,15.0
Jermar Jefferson,FA,0.0,RB,290.5,jermar jefferson,jermarjefferson,2024,4.2,2.0
Jazz Ferguson,FA,0.0,WR,291.0,jazz ferguson,jazzferguson,2024,-1.0,-1.0
Durham Smythe,CHI,7.0,TE,292.0,durham smythe,durhamsmythe,2024,14.3,16.0
Jalen Virgil,BUF,12.0,WR,292.0,jalen virgil,jalenvirgil,2024,0.0,7.0
Josh Lambo,FA,0.0,K,293.0,josh lambo,joshlambo,2024,-1.0,-1.0
J.J. Taylor,HOU,14.0,RB,293.0,jj taylor,jjtaylor,2024,6.4,5.0
Brenden Rice,LAC,5.0,WR,293.3,brenden rice,brendenrice,2024,0.0,3.0
Tre Tucker,LV,10.0,WR,293.5,tre tucker,tretucker,2024,123.9,16.0
Matt Barkley,FA,0.0,QB,294.0,matt barkley,mattbarkley,2024,-1.0,-1.0
Jhamon Ausbon,FA,0.0,WR,294.0,jhamon ausbon,jhamonausbon,2024,-1.0,-1.0
Devontez Walker,BAL,14.0,WR,294.3,devontez walker,devontezwalker,2024,9.1,8.0
Aidan O'Connell,LV,10.0,QB,295.0,aidan oconnell,aidanoconnell,2024,77.6,8.0
Deuce Vaughn,DAL,7.0,RB,295.5,deuce vaughn,deucevaughn,2024,8.1,6.0
James White,FA,0.0,RB,296.0,james white,jameswhite,2024,-1.0,-1.0
Ethan Fernea,FA,0.0,WR,297.0,ethan fernea,ethanfernea,2024,-1.0,-1.0
Eddy Pineiro,FA,0.0,K,298.0,eddy pineiro,eddypineiro,2024,-1.0,-1.0
Andrei Iosivas,CIN,12.0,WR,298.5,andrei iosivas,andreiiosivas,2024,116.7,16.0
Van Jefferson,TEN,5.0,WR,299.0,van jefferson,vanjefferson,2024,58.8,16.0
Elijah Moore,BUF,12.0,WR,301.0,elijah moore,elijahmoore,2024,114.3,16.0
J.D. McKissic,FA,0.0,RB,301.0,jd mckissic,jdmckissic,2024,-1.0,-1.0
D'Onta Foreman,FA,0.0,RB,302.0,donta foreman,dontaforeman,2024,28.1,10.0
Michael Penix Jr.,ATL,12.0,QB,302.3,michael penix,michaelpenix,2024,19.1,4.0
Allen Lazard,NYJ,12.0,WR,303.0,allen lazard,allenlazard,2024,109.9,11.0
Kalif Raymond,DET,5.0,WR,304.0,kalif raymond,kalifraymond,2024,48.4,11.0
Corey Clement,FA,0.0,RB,305.0,corey clement,coreyclement,2024,-1.0,-1.0
Darnell Washington,PIT,9.0,TE,305.0,darnell washington,darnellwashington,2024,45.0,16.0
Eric Gray,NYG,11.0,RB,306.0,eric gray,ericgray,2024,15.3,16.0
Joshua Dobbs,NE,14.0,QB,307.0,joshua dobbs,joshuadobbs,2024,8.1,1.0
Jordan Whittington,LAR,6.0,WR,307.7,jordan whittington,jordanwhittington,2024,39.7,14.0
Luke Schoonmaker,DAL,7.0,TE,308.5,luke schoonmaker,lukeschoonmaker,2024,53.5,16.0
Mecole Hardman Jr.,GB,10.0,WR,308.5,mecole hardman,mecolehardman,2024,33.2,12.0
Cade York,FA,0.0,K,309.5,cade york,cadeyork,2024,-1.0,-1.0
Isaac Guerendo,SF,9.0,RB,310.0,isaac guerendo,isaacguerendo,2024,93.7,15.0
Dylan Laube,LV,10.0,RB,310.0,dylan laube,dylanlaube,2024,-2.0,9.0
Peter LeBlanc,FA,0.0,WR,310.0,peter leblanc,peterleblanc,2024,-1.0,-1.0
Michael Gallup,WAS,14.0,WR,311.0,michael gallup,michaelgallup,2024,-1.0,-1.0
Derek Watt,FA,0.0,RB,311.0,derek watt,derekwatt,2024,-1.0,-1.0
Brandon McManus,GB,10.0,K,311.3,brandon mcmanus,brandonmcmanus,2024,-1.0,-1.0
Eli Stove,FA,0.0,WR,312.0,eli stove,elistove,2024,-1.0,-1.0
Caleb Huntley,FA,0.0,RB,313.0,caleb huntley,calebhuntley,2024,-1.0,-1.0
Cade Stover,HOU,14.0,TE,313.5,cade stover,cadestover,2024,34.3,14.0
A.T. Perry,DEN,14.0,WR,314.0,at perry,atperry,2024,-1.0,-1.0
Zay Jones,ARI,11.0,WR,314.5,zay jones,zayjones,2024,7.8,10.0
K.J. Osborn,WAS,14.0,WR,315.5,kj osborn,kjosborn,2024,18.7,8.0
Carson Wentz,FA,0.0,QB,315.5,carson wentz,carsonwentz,2024,0.8,2.0
Trey Sermon,PIT,9.0,RB,316.0,trey sermon,treysermon,2024,52.3,16.0
Clayton Thorson,FA,0.0,QB,316.0,clayton thorson,claytonthorson,2024,-1.0,-1.0
Joe Flacco,CLE,10.0,QB,317.5,joe flacco,joeflacco,2024,84.5,7.0
Tim Patrick,DET,5.0,WR,319.0,tim patrick,timpatrick,2024,88.9,15.0
Connor Heyward,PIT,9.0,TE,320.0,connor heyward,connorheyward,2024,16.0,16.0
Jared Wiley,KC,6.0,TE,320.5,jared wiley,jaredwiley,2024,1.7,7.0
Cole McDonald,FA,0.0,QB,321.0,cole mcdonald,colemcdonald,2024,-1.0,-1.0
Javon Baker,NE,14.0,WR,323.7,javon baker,javonbaker,2024,0.0,10.0
Malcolm Brown,FA,0.0,RB,324.0,malcolm brown,malcolmbrown,2024,-1.0,-1.0
Brevin Jordan,HU,14.0,TE,326.0,brevin jordan,brevinjordan,2024,2.7,2.0
Calvin Austin III,PIT,9.0,WR,326.0,calvin austin,calvinaustin,2024,114.8,16.0
Robbie Gould,FA,0.0,K,327.0,robbie gould,robbiegould,2024,-1.0,-1.0
Jimmy Garoppolo,LAR,6.0,QB,328.5,jimmy garoppolo,jimmygaroppolo,2024,-1.0,-1.0
Hendon Hooker,DET,5.0,QB,329.5,hendon hooker,hendonhooker,2024,2.7,3.0
Malik Washington,MIA,6.0,WR,331.0,malik washington,malikwashington,2024,48.0,13.0
Brock Wright,DET,5.0,TE,331.5,brock wright,brockwright,2024,35.0,16.0
Daniel Bellinger,NYG,11.0,TE,331.7,daniel bellinger,danielbellinger,2024,23.6,16.0
Nelson Agholor,FA,0.0,WR,332.0,nelson agholor,nelsonagholor,2024,49.1,14.0
Chad Ryland,ARI,11.0,K,332.0,chad ryland,chadryland,2024,-1.0,-1.0
Zach Wilson,MIA,6.0,QB,332.5,zach wilson,zachwilson,2024,-1.0,-1.0
Theo Johnson,NYG,11.0,TE,333.0,theo johnson,theojohnson,2024,68.1,12.0
Jacoby Brissett,ARI,11.0,QB,333.0,jacoby brissett,jacobybrissett,2024,45.2,8.0
Kendrick Bourne,NE,14.0,WR,334.0,kendrick bourne,kendrickbourne,2024,61.9,11.0
Leonard Fournette,FA,0.0,RB,334.0,leonard fournette,leonardfournette,2024,-1.0,-1.0
Josh Reynolds,NYJ,12.0,WR,334.5,josh reynolds,joshreynolds,2024,36.3,8.0
Greg Joseph,SF,9.0,K,334.5,greg joseph,gregjoseph,2024,-1.0,-1.0
Equanimeous St. Brown,FA,0.0,WR,334.5,equanimeous st brown,equanimeousstbrown,2024,0.0,2.0
Cam Akers,NO,12.0,RB,334.7,cam akers,camakers,2024,84.3,16.0
Donovan Peoples-Jones,NO,12.0,WR,336.0,donovan peoples jones,donovanpeoplesjones,2024,-1.0,-1.0
Josh Gordon,FA,0.0,WR,338.0,josh gordon,joshgordon,2024,-1.0,-1.0
Jonathan Mingo,DAL,7.0,WR,340.3,jonathan mingo,jonathanmingo,2024,27.8,16.0
Tommy DeVito,NYG,11.0,QB,343.5,tommy devito,tommydevito,2024,13.5,3.0
DeWayne McBride,FA,0.0,RB,344.0,dewayne mcbride,dewaynemcbride,2024,-1.0,-1.0
Treylon Burks,TEN,5.0,WR,347.0,treylon burks,treylonburks,2024,7.5,5.0
Tyler Scott,CHI,7.0,WR,349.0,tyler scott,tylerscott,2024,1.5,10.0
Keaontay Ingram,KC,6.0,RB,349.0,keaontay ingram,keaontayingram,2024,0.0,1.0
Matt Ryan,FA,0.0,QB,350.0,matt ryan,mattryan,2024,-1.0,-1.0
Brett Maher,FA,0.0,K,352.0,brett maher,brettmaher,2024,-1.0,-1.0
Ty Johnson,BUF,12.0,RB,354.0,ty johnson,tyjohnson,2024,89.4,16.0
Craig Reynolds,DET,5.0,RB,356.0,craig reynolds,craigreynolds,2024,17.0,16.0
Trey Lance,LAC,5.0,QB,357.5,trey lance,treylance,2024,0.4,3.0
Cooper Rush,BAL,14.0,QB,359.0,cooper rush,cooperrush,2024,109.6,12.0
Sam Howell,MIN,6.0,QB,361.0,sam howell,samhowell,2024,-0.8,3.0
Spencer Rattler,NO,12.0,QB,361.0,spencer rattler,spencerrattler,2024,52.6,6.0
Josh Oliver,MIN,6.0,TE,363.0,josh oliver,josholiver,2024,62.2,14.0
D.J. Montgomery,IND,14.0,WR,364.0,dj montgomery,djmontgomery,2024,-1.0,-1.0
Jakob Johnson,HOU,14.0,RB,364.0,jakob johnson,jakobjohnson,2024,0.0,3.0
Patrick Taylor Jr.,SF,9.0,RB,364.5,patrick taylor,patricktaylor,2024,16.7,12.0
Elijah Higgins,ARI,11.0,TE,365.0,elijah higgins,elijahhiggins,2024,49.2,16.0
Henry Pearson,FA,0.0,RB,367.0,henry pearson,henrypearson,2024,-1.0,-1.0
Davis Allen,LAR,6.0,TE,367.0,davis allen,davisallen,2024,9.9,14.0
Johnny Wilson,PHI,5.0,WR,367.0,johnny wilson,johnnywilson,2024,9.4,15.0
Mo Alie-Cox,IND,14.0,TE,368.5,mo alie cox,moaliecox,2024,32.7,16.0
Tutu Atwell,LAR,6.0,WR,370.0,tutu atwell,tutuatwell,2024,90.2,16.0
David Moore,CAR,11.0,WR,371.0,david moore,davidmoore,2024,77.2,16.0
DJ Chark Jr.,FA,0.0,WR,371.0,dj chark,djchark,2024,5.5,6.0
John Metchie III,HOU,14.0,WR,371.5,john metchie,johnmetchie,2024,51.0,12.0
Tyler Higbee,LAR,6.0,TE,371.7,tyler higbee,tylerhigbee,2024,11.0,2.0
Shane Zylstra,DET,5.0,TE,372.0,shane zylstra,shanezylstra,2024,3.2,11.0
Robert Woods,PIT,9.0,WR,373.0,robert woods,robertwoods,2024,34.4,14.0
Nick Sciba,FA,0.0,K,373.0,nick sciba,nicksciba,2024,-1.0,-1.0
Alec Ingold,MIA,6.0,RB,374.0,alec ingold,alecingold,2024,22.2,14.0
Justyn Ross,KC,6.0,WR,375.0,justyn ross,justynross,2024,0.0,2.0
Kenny McIntosh,SEA,10.0,RB,379.0,kenny mcintosh,kennymcintosh,2024,17.5,16.0
Khari Blasingame,FA,0.0,RB,379.0,khari blasingame,khariblasingame,2024,0.0,5.0
Lucky Jackson,MIN,6.0,WR,379.5,lucky jackson,luckyjackson,2024,-1.0,-1.0
Tyson Bagent,CHI,7.0,QB,380.0,tyson bagent,tysonbagent,2024,-0.3,4.0
Emanuel Wilson,GB,10.0,RB,380.0,emanuel wilson,emanuelwilson,2024,81.9,16.0
Julio Jones,FA,0.0,WR,380.0,julio jones,juliojones,2024,-1.0,-1.0
Adam Trautman,DEN,14.0,TE,381.0,adam trautman,adamtrautman,2024,43.8,16.0
Ameer Abdullah,FA,0.0,RB,381.0,ameer abdullah,ameerabdullah,2024,125.2,16.0
Julian Hill,MIA,6.0,TE,382.0,julian hill,julianhill,2024,22.0,15.0
Rasheen Ali,BAL,14.0,RB,382.5,rasheen ali,rasheenali,2024,3.1,5.0
Nick Foles,FA,0.0,QB,384.0,nick foles,nickfoles,2024,-1.0,-1.0
Jeff Wilson Jr.,FA,0.0,RB,384.5,jeff wilson,jeffwilson,2024,11.0,9.0
James Turner,FA,0.0,K,385.0,james turner,jamesturner,2024,-1.0,-1.0
Joe Milton III,DAL,7.0,QB,386.0,joe milton,joemilton,2024,-1.0,-1.0
Ronnie Bell,DET,5.0,WR,386.0,ronnie bell,ronniebell,2024,4.2,9.0
Jarrett Stidham,DEN,14.0,QB,386.0,jarrett stidham,jarrettstidham,2024,-0.2,2.0
Frank Gore Jr.,BUF,12.0,RB,387.0,frank gore,frankgore,2024,-1.0,-1.0
Tanner Hudson,CIN,12.0,TE,387.5,tanner hudson,tannerhudson,2024,36.4,10.0
Justin Jackson,FA,0.0,RB,388.0,justin jackson,justinjackson,2024,-1.0,-1.0
Brayden Narveson,FA,0.0,K,388.0,brayden narveson,braydennarveson,2024,-1.0,-1.0
Matthew Wright,CAR,11.0,K,389.0,matthew wright,matthewwright,2024,-1.0,-1.0
Bo Melton,GB,10.0,WR,389.0,bo melton,bomelton,2024,22.4,16.0
Austin Hooper,NE,14.0,TE,389.5,austin hooper,austinhooper,2024,101.9,16.0
Brandon Powell,FA,0.0,WR,389.5,brandon powell,brandonpowell,2024,14.1,16.0
Steven Sims Jr.,SEA,10.0,WR,391.0,steven sims,stevensims,2024,0.0,8.0
Hunter Renfrow,CAR,11.0,WR,392.0,hunter renfrow,hunterrenfrow,2024,-1.0,-1.0
Ainias Smith,PHI,5.0,WR,394.0,ainias smith,ainiassmith,2024,3.8,6.0
AJ Barner,SEA,10.0,TE,395.0,aj barner,ajbarner,2024,64.1,16.0
Peyton Hendershot,FA,0.0,TE,396.0,peyton hendershot,peytonhendershot,2024,5.6,6.0
Kevin Harris,FA,0.0,RB,397.0,kevin harris,kevinharris,2024,-1.0,-1.0
Patrick Ricard,BAL,14.0,RB,397.5,patrick ricard,patrickricard,2024,14.8,16.0
Lucas Havrisik,FA,0.0,K,399.0,lucas havrisik,lucashavrisik,2024,-1.0,-1.0
Trenton Irwin,JAC,12.0,WR,400.0,trenton irwin,trentonirwin,2024,4.5,7.0
Israel Abanikanda,SF,9.0,RB,401.0,israel abanikanda,israelabanikanda,2024,-1.0,-1.0
C.J. Ham,MIN,6.0,RB,401.0,cj ham,cjham,2024,13.5,16.0
Pharaoh Brown,MIA,6.0,TE,402.0,pharaoh brown,pharaohbrown,2024,12.5,14.0
Trey Palmer,TB,11.0,WR,402.0,trey palmer,treypalmer,2024,35.2,14.0
Tanner Brown,FA,0.0,K,402.5,tanner brown,tannerbrown,2024,-1.0,-1.0
Deneric Prince,FA,0.0,RB,403.0,deneric prince,denericprince,2024,-1.0,-1.0
Chris Conley,FA,0.0,WR,403.5,chris conley,chrisconley,2024,3.7,14.0
Ryan Succop,FA,0.0,K,406.0,ryan succop,ryansuccop,2024,-1.0,-1.0
Charlie Smyth,NO,12.0,K,406.0,charlie smyth,charliesmyth,2024,-1.0,-1.0
Johnny Mundt,JAC,12.0,TE,407.5,johnny mundt,johnnymundt,2024,45.2,16.0
Kareem Hunt,KC,6.0,RB,409.0,kareem hunt,kareemhunt,2024,155.4,13.0
DeeJay Dallas,ARI,11.0,RB,409.5,deejay dallas,deejaydallas,2024,11.3,16.0
Kyle Allen,DET,5.0,QB,410.0,kyle allen,kyleallen,2024,0.8,1.0
Andy Dalton,CAR,11.0,QB,410.0,andy dalton,andydalton,2024,59.0,6.0
Raheem Blackshear,CAR,11.0,RB,410.5,raheem blackshear,raheemblackshear,2024,3.3,15.0
Matthew Slater,FA,0.0,WR,411.0,matthew slater,matthewslater,2024,-1.0,-1.0
Malik Heath,GB,10.0,WR,412.0,malik heath,malikheath,2024,23.4,12.0
Dare Ogunbowale,HOU,14.0,RB,412.0,dare ogunbowale,dareogunbowale,2024,51.7,16.0
Brandon Allen,TEN,5.0,QB,413.0,brandon allen,brandonallen,2024,6.4,3.0
Isaiah Williams,CIN,12.0,WR,413.0,isaiah williams,isaiahwilliams,2024,2.6,7.0
Ray-Ray McCloud III,ATL,12.0,WR,413.0,ray ray mccloud,rayraymccloud,2024,129.9,16.0
Grant Calcaterra,PHI,5.0,TE,414.0,grant calcaterra,grantcalcaterra,2024,56.8,16.0
Alec Pierce,IND,14.0,WR,414.5,alec pierce,alecpierce,2024,147.7,15.0
Parris Campbell,DAL,7.0,WR,415.0,parris campbell,parriscampbell,2024,15.0,5.0
Britain Covey,LAR,6.0,WR,415.5,britain covey,britaincovey,2024,10.4,5.0
Jake Browning,CIN,12.0,QB,416.0,jake browning,jakebrowning,2024,-0.2,3.0
Will Mallory,IND,14.0,TE,417.5,will mallory,willmallory,2024,6.9,10.0
Josh Pederson,FA,0.0,TE,418.0,josh pederson,joshpederson,2024,-1.0,-1.0
Mac Jones,SF,9.0,QB,418.5,mac jones,macjones,2024,83.4,9.0
Colson Yankoff,WAS,14.0,TE,418.5,colson yankoff,colsonyankoff,2024,0.0,6.0
Kylen Granson,PHI,5.0,TE,419.0,kylen granson,kylengranson,2024,30.5,16.0
Mack Hollins,NE,14.0,WR,419.0,mack hollins,mackhollins,2024,93.3,16.0
Carson Strong,FA,0.0,QB,420.0,carson strong,carsonstrong,2024,-1.0,-1.0
Jordan Akins,FA,0.0,TE,420.0,jordan akins,jordanakins,2024,73.0,16.0
Mark Ingram,II,0.0,RB,421.0,mark ingram,markingram,2024,-1.0,-1.0
Jameis Winston,NYG,11.0,QB,421.0,jameis winston,jameiswinston,2024,131.1,12.0
David Bell,CLE,10.0,WR,422.0,david bell,davidbell,2024,5.7,1.0
Riley Patterson,FA,0.0,K,422.0,riley patterson,rileypatterson,2024,-1.0,-1.0
A.J. Green,FA,0.0,WR,423.0,aj green,ajgreen,2024,-1.0,-1.0
Parker Washington,JAC,12.0,WR,425.0,parker washington,parkerwashington,2024,81.5,16.0
MyCole Pruitt,FA,0.0,TE,427.0,mycole pruitt,mycolepruitt,2024,16.0,11.0
Marcedes Lewis,FA,0.0,TE,428.0,marcedes lewis,marcedeslewis,2024,1.2,16.0
Jalen Brooks,DAL,7.0,WR,428.5,jalen brooks,jalenbrooks,2024,35.7,13.0
Emari Demercado,ARI,11.0,RB,430.0,emari demercado,emaridemercado,2024,54.7,13.0
Trace McSorley,FA,0.0,QB,431.0,trace mcsorley,tracemcsorley,2024,-1.0,-1.0
Jimmy Graham,FA,0.0,TE,431.0,jimmy graham,jimmygraham,2024,-1.0,-1.0
Anthony Brown Jr.,FA,0.0,QB,432.0,anthony brown,anthonybrown,2024,-1.0,-1.0
Teddy Bridgewater,FA,0.0,QB,434.0,teddy bridgewater,teddybridgewater,2024,-1.0,-1.0
Ramiz Ahmed,FA,0.0,K,435.0,ramiz ahmed,ramizahmed,2024,-1.0,-1.0
Ryan Tannehill,FA,0.0,QB,435.0,ryan tannehill,ryantannehill,2024,-1.0,-1.0
Noah Brown,WAS,14.0,WR,438.0,noah brown,noahbrown,2024,86.3,11.0
Charlie Jones,CIN,12.0,WR,439.5,charlie jones,charliejones,2024,-0.5,8.0
Drew Ogletree,IND,14.0,TE,441.0,drew ogletree,drewogletree,2024,22.8,16.0
Melvin Gordon,III,0.0,RB,441.0,melvin gordon,melvingordon,2024,-1.0,-1.0
Velus Jones Jr.,NO,12.0,WR,442.5,velus jones,velusjones,2024,2.9,3.0
Sione Vaki,DET,5.0,RB,442.5,sione vaki,sionevaki,2024,8.1,15.0
Jalen Nailor,MIN,6.0,WR,443.0,jalen nailor,jalennailor,2024,96.7,16.0
Rex Burkhead,FA,0.0,RB,443.0,rex burkhead,rexburkhead,2024,-1.0,-1.0
Drew Lock,SEA,10.0,QB,444.0,drew lock,drewlock,2024,72.3,7.0
Caleb Shudak,FA,0.0,K,445.0,caleb shudak,calebshudak,2024,-1.0,-1.0
Donald Parham Jr.,PIT,9.0,TE,445.0,donald parham,donaldparham,2024,-1.0,-1.0
Jake Funk,FA,0.0,RB,445.5,jake funk,jakefunk,2024,-1.0,-1.0
Josh Johnson,WAS,14.0,QB,446.5,josh johnson,joshjohnson,2024,0.8,5.0
Lil'Jordan Humphrey,NYG,11.0,WR,447.0,liljordan humphrey,liljordanhumphrey,2024,59.7,16.0
KJ Hamler,BUF,12.0,WR,447.0,kj hamler,kjhamler,2024,-1.0,-1.0
Trishton Jackson,ARI,11.0,WR,448.5,trishton jackson,trishtonjackson,2024,0.0,2.0
Bub Means,NO,12.0,WR,449.0,bub means,bubmeans,2024,26.8,7.0
Quez Watkins,ARI,11.0,WR,450.0,quez watkins,quezwatkins,2024,-1.0,-1.0
Dez Fitzpatrick,LAC,5.0,WR,452.0,dez fitzpatrick,dezfitzpatrick,2024,-1.0,-1.0
Kene Nwangwu,NYJ,12.0,RB,453.0,kene nwangwu,kenenwangwu,2024,0.0,2.0
Michael Carter,ARI,11.0,RB,454.0,michael carter,michaelcarter,2024,19.9,2.0
Mitchell Trubisky,BUF,12.0,QB,455.5,mitchell trubisky,mitchelltrubisky,2024,6.0,8.0
Malik Davis,FA,0.0,RB,459.0,malik davis,malikdavis,2024,-1.0,-1.0
Jerick McKinnon,FA,0.0,RB,460.0,jerick mckinnon,jerickmckinnon,2024,-1.0,-1.0
Samson Nacua,FA,0.0,WR,460.0,samson nacua,samsonnacua,2024,-1.0,-1.0
Ronnie Rivers,LAR,6.0,RB,461.0,ronnie rivers,ronnierivers,2024,6.1,16.0
Randy Bullock,FA,0.0,K,462.0,randy bullock,randybullock,2024,-1.0,-1.0
Cody Schrader,LAR,6.0,RB,462.0,cody schrader,codyschrader,2024,-1.0,-1.0
Bailey Zappe,KC,6.0,QB,462.0,bailey zappe,baileyzappe,2024,-1.0,-1.0
Cedric Tillman,CLE,10.0,WR,462.0,cedric tillman,cedrictillman,2024,80.4,11.0
Ryan Flournoy,DAL,7.0,WR,462.5,ryan flournoy,ryanflournoy,2024,14.8,10.0
Zach Evans,NYJ,12.0,RB,463.0,zach evans,zachevans,2024,-1.0,-1.0
Anthony McFarland Jr.,FA,0.0,RB,463.3,anthony mcfarland,anthonymcfarland,2024,-1.0,-1.0
James McCourt,FA,0.0,K,464.0,james mccourt,jamesmccourt,2024,-1.0,-1.0
Chris Rodriguez Jr.,WAS,14.0,RB,464.0,chris rodriguez,chrisrodriguez,2024,31.5,9.0
Tylan Wallace,BAL,14.0,WR,464.5,tylan wallace,tylanwallace,2024,36.3,16.0
Marquez Valdes-Scantling,SEA,10.0,WR,466.0,marquez valdes scantling,marquezvaldesscantling,2024,78.2,13.0
E.J. Jenkins,PHI,5.0,TE,466.0,ej jenkins,ejjenkins,2024,0.0,7.0
Xavier Gipson,NYJ,12.0,WR,467.0,xavier gipson,xaviergipson,2024,13.9,16.0
Chris Brooks,GB,10.0,RB,468.0,chris brooks,chrisbrooks,2024,36.3,14.0
Sean Tucker,TB,11.0,RB,469.0,sean tucker,seantucker,2024,67.1,16.0
Jonathan Garibay,FA,0.0,K,470.0,jonathan garibay,jonathangaribay,2024,-1.0,-1.0
Isaiah McKenzie,FA,0.0,WR,470.5,isaiah mckenzie,isaiahmckenzie,2024,-1.0,-1.0
Bryce Perkins,FA,0.0,QB,471.0,bryce perkins,bryceperkins,2024,-1.0,-1.0
Jase McClellan,FA,0.0,RB,471.0,jase mcclellan,jasemcclellan,2024,3.2,2.0
Kameron Johnson,TB,11.0,WR,473.0,kameron johnson,kameronjohnson,2024,1.1,5.0
Jeremy Ruckert,NYJ,12.0,TE,473.0,jeremy ruckert,jeremyruckert,2024,27.0,16.0
Xavier Weaver,ARI,11.0,WR,474.5,xavier weaver,xavierweaver,2024,0.0,1.0
Tyrod Taylor,NYJ,12.0,QB,475.0,tyrod taylor,tyrodtaylor,2024,20.1,2.0
Jamari Thrash,CLE,10.0,WR,476.5,jamari thrash,jamarithrash,2024,5.2,8.0
Brandon Bolden,FA,0.0,RB,477.0,brandon bolden,brandonbolden,2024,-1.0,-1.0
Ashton Dulin,IND,14.0,WR,477.0,ashton dulin,ashtondulin,2024,19.2,14.0
Devin Culp,TB,11.0,TE,478.0,devin culp,devinculp,2024,8.2,4.0
Damien Harris,FA,0.0,RB,478.0,damien harris,damienharris,2024,-1.0,-1.0
DeVante Parker,FA,0.0,WR,479.0,devante parker,devanteparker,2024,-1.0,-1.0
Marcus Mariota,WAS,14.0,QB,480.0,marcus mariota,marcusmariota,2024,19.7,2.0
C.J. Uzomah,FA,0.0,TE,481.0,cj uzomah,cjuzomah,2024,0.0,7.0
Sterling Shepard,TB,11.0,WR,482.0,sterling shepard,sterlingshepard,2024,78.2,13.0
Princeton Fant,DAL,7.0,TE,484.0,princeton fant,princetonfant,2024,0.0,7.0
Eno Benjamin,FA,0.0,RB,484.0,eno benjamin,enobenjamin,2024,-1.0,-1.0
Jaheim Bell,NE,14.0,TE,484.5,jaheim bell,jaheimbell,2024,1.1,14.0
