name,team,bye_week,position,adp,name_normalized,match_key,year,fantasy_points,games_played
Zay Jones,ARI,13.0,WR,254.0,zay jones,zayjones,2022,192.0,15.0
Karan Higdon,FA,0.0,RB,255.0,karan higdon,karanhigdon,2022,-1.0,-1.0
Jordan Johnson,FA,0.0,RB,256.0,jordan johnson,jordanjohnson,2022,-1.0,-1.0
Seattle Seahawks,DST,11.0,DST,256.0,seattle seahawks,seattleseahawks,2022,109.0,-1.0
Zack Moss,CIN,10.0,RB,256.5,zack moss,zackmoss,2022,43.4,12.0
Stephen Baggett,FA,0.0,TE,257.0,stephen baggett,stephenbaggett,2022,-1.0,-1.0
Jaylen Warren,PIT,9.0,RB,258.0,jaylen warren,jaylenwarren,2022,86.0,15.0
Alex Barnes,FA,0.0,RB,258.0,alex barnes,alexbarnes,2022,-1.0,-1.0
Zach Olstad,FA,0.0,RB,259.0,zach olstad,zacholstad,2022,-1.0,-1.0
Detroit Lions,DST,6.0,DST,259.0,detroit lions,detroitlions,2022,91.0,-1.0
Temarrick Hemingway,FA,0.0,TE,260.0,temarrick hemingway,temarrickhemingway,2022,-1.0,-1.0
Jerome Washington,FA,0.0,TE,261.0,jerome washington,jeromewashington,2022,-1.0,-1.0
Stephon Robinson Jr.,FA,0.0,WR,262.0,stephon robinson,stephonrobinson,2022,-1.0,-1.0
Boston Scott,FA,0.0,RB,262.0,boston scott,bostonscott,2022,34.8,14.0
New York Giants,DST,9.0,DST,262.0,new york giants,newyorkgiants,2022,103.0,-1.0
Nick Bawden,FA,0.0,RB,263.0,nick bawden,nickbawden,2022,-1.0,-1.0
Curtis Samuel,BUF,7.0,WR,263.3,curtis samuel,curtissamuel,2022,175.9,16.0
Michael Jacobson,NO,14.0,TE,264.0,michael jacobson,michaeljacobson,2022,-1.0,-1.0
Jamel Johnson,FA,0.0,WR,265.0,jamel johnson,jameljohnson,2022,-1.0,-1.0
Brandon Barnes,FA,0.0,TE,266.0,brandon barnes,brandonbarnes,2022,-1.0,-1.0
D'Ernest Johnson,FA,0.0,RB,266.5,dernest johnson,dernestjohnson,2022,5.4,14.0
Drew Anderson,FA,0.0,QB,267.0,drew anderson,drewanderson,2022,-1.0,-1.0
Zach Conque,FA,0.0,QB,268.0,zach conque,zachconque,2022,-1.0,-1.0
Marquez Callaway,FA,0.0,WR,268.0,marquez callaway,marquezcallaway,2022,37.8,13.0
Bobby Wagner,WAS,14.0,LB,269.0,bobby wagner,bobbywagner,2022,-1.0,-1.0
Kendrick Rogers,FA,0.0,WR,270.0,kendrick rogers,kendrickrogers,2022,-1.0,-1.0
Taywan Taylor,FA,0.0,WR,271.0,taywan taylor,taywantaylor,2022,-1.0,-1.0
New York Jets,DST,10.0,DST,272.0,new york jets,newyorkjets,2022,113.0,-1.0
Kyle Lewis,FA,0.0,WR,272.0,kyle lewis,kylelewis,2022,-1.0,-1.0
Ryan Davis,FA,0.0,DE,273.0,ryan davis,ryandavis,2022,-1.0,-1.0
Jonnu Smith,MIA,11.0,TE,273.0,jonnu smith,jonnusmith,2022,52.0,14.0
Papi White,FA,0.0,WR,274.0,papi white,papiwhite,2022,-1.0,-1.0
Laviska Shenault Jr.,BUF,7.0,WR,275.0,laviska shenault,laviskashenault,2022,70.8,12.0
Krishawn Hogan,FA,0.0,WR,276.0,krishawn hogan,krishawnhogan,2022,-1.0,-1.0
Houston Texans,DST,6.0,DST,276.0,houston texans,houstontexans,2022,102.0,-1.0
Brogan Roback,FA,0.0,QB,277.0,brogan roback,broganroback,2022,-1.0,-1.0
Cedrick Wilson Jr.,NO,14.0,WR,278.0,cedrick wilson,cedrickwilson,2022,26.4,15.0
Cole Hunt,FA,0.0,TE,278.0,cole hunt,colehunt,2022,-1.0,-1.0
David Watford,FA,0.0,WR,279.0,david watford,davidwatford,2022,-1.0,-1.0
Chris Evans,FA,0.0,RB,280.0,chris evans,chrisevans,2022,12.8,12.0
Zaire Mitchell-Paden,BAL,10.0,TE,280.0,zaire mitchell paden,zairemitchellpaden,2022,-1.0,-1.0
Josh Smith,FA,0.0,WR,281.0,josh smith,joshsmith,2022,-1.0,-1.0
Brandon Bolden,FA,0.0,RB,281.0,brandon bolden,brandonbolden,2022,27.3,15.0
Sterling Shepard,TB,11.0,WR,281.5,sterling shepard,sterlingshepard,2022,34.4,3.0
Nelson Agholor,FA,0.0,WR,283.0,nelson agholor,nelsonagholor,2022,75.2,15.0
Foster Moreau,NO,14.0,TE,284.0,foster moreau,fostermoreau,2022,83.2,14.0
Quez Watkins,ARI,13.0,WR,287.0,quez watkins,quezwatkins,2022,81.1,16.0
J.J. Taylor,HOU,6.0,RB,288.0,jj taylor,jjtaylor,2022,2.7,1.0
Byron Pringle,FA,0.0,WR,289.0,byron pringle,byronpringle,2022,34.0,10.0
Jacksonville Jaguars,DST,11.0,DST,290.0,jacksonville jaguars,jacksonvillejaguars,2022,124.0,-1.0
Drew Lock,SEA,11.0,QB,291.0,drew lock,drewlock,2022,-1.0,-1.0
Jauan Jennings,SF,9.0,WR,293.0,jauan jennings,jauanjennings,2022,80.6,15.0
DeeJay Dallas,ARI,13.0,RB,294.0,deejay dallas,deejaydallas,2022,44.6,14.0
Ka'imi Fairbairn,HOU,6.0,K,295.0,kaimi fairbairn,kaimifairbairn,2022,126.0,16.0
Trey Sermon,PIT,9.0,RB,296.0,trey sermon,treysermon,2022,1.9,2.0
Malik Willis,GB,14.0,QB,297.0,malik willis,malikwillis,2022,19.3,8.0
Joey Slye,TEN,6.0,K,299.0,joey slye,joeyslye,2022,107.0,16.0
O.J. Howard,FA,0.0,TE,300.0,oj howard,ojhoward,2022,36.5,13.0
